,target_carbon_monoxide(t-3),target_benzene(t-3),target_nitrogen_oxides(t-3),target_carbon_monoxide(t-2),target_benzene(t-2),target_nitrogen_oxides(t-2),target_carbon_monoxide(t-1),target_benzene(t-1),target_nitrogen_oxides(t-1)
13,-0.9620122845696887,-1.2137610390201217,-1.167767123576313,-0.9620122845696887,-1.2735733236917781,-1.2202655555943458,-0.9620122845696887,-1.1689018255163794,-1.0381965254041468
14,-0.9620122845696887,-1.2735733236917781,-1.2202655555943458,-0.9620122845696887,-1.1689018255163794,-1.0381965254041468,-0.6263636949166587,-0.944605757997668,-0.27529377926975485
15,-0.9620122845696887,-1.1689018255163794,-1.0381965254041468,-0.6263636949166587,-0.944605757997668,-0.27529377926975485,0.04493348438940115,-0.181999128434049,0.46303523272853647
16,-0.6263636949166587,-0.944605757997668,-0.27529377926975485,0.04493348438940115,-0.181999128434049,0.46303523272853647,0.2127577792159163,-0.03246841675490803,0.009538139125955141
17,0.04493348438940115,-0.181999128434049,0.46303523272853647,0.2127577792159163,-0.03246841675490803,0.009538139125955141,-0.12289081043711379,-0.4362013382885888,-0.23843317806560418
18,0.2127577792159163,-0.03246841675490803,0.009538139125955141,-0.12289081043711379,-0.4362013382885888,-0.23843317806560418,-0.20680295785037117,-0.6604974058073003,-0.3199732958808466
19,-0.12289081043711379,-0.4362013382885888,-0.23843317806560418,-0.20680295785037117,-0.6604974058073003,-0.3199732958808466,-0.20680295785037117,-0.6156381923035579,-0.2172104076753357
20,-0.20680295785037117,-0.6604974058073003,-0.3199732958808466,-0.20680295785037117,-0.6156381923035579,-0.2172104076753357,0.1288456318026587,-0.3165767689452759,0.22846777052030473
21,-0.20680295785037117,-0.6156381923035579,-0.2172104076753357,0.1288456318026587,-0.3165767689452759,0.22846777052030473,0.8001428111087184,0.3712645047787725,0.886373652618631
22,0.1288456318026587,-0.3165767689452759,0.22846777052030473,0.8001428111087184,0.3712645047787725,0.886373652618631,0.29666992662917385,-0.06237455909073639,0.6328173958506851
23,0.8001428111087184,0.3712645047787725,0.886373652618631,0.29666992662917385,-0.06237455909073639,0.6328173958506851,0.38058207404243105,-0.21190527076987736,0.7746748610909016
24,0.29666992662917385,-0.06237455909073639,0.6328173958506851,0.38058207404243105,-0.21190527076987736,0.7746748610909016,0.8001428111087184,0.28154607777128793,1.4750262839697652
25,0.38058207404243105,-0.21190527076987736,0.7746748610909016,0.8001428111087184,0.28154607777128793,1.4750262839697652,2.394473611960611,1.806759336898526,1.673850132889123
26,0.8001428111087184,0.28154607777128793,1.4750262839697652,2.394473611960611,1.806759336898526,1.673850132889123,4.492277297292048,2.7936620339808558,3.1326363502412695
27,2.394473611960611,1.806759336898526,1.673850132889123,4.492277297292048,2.7936620339808558,3.1326363502412695,3.5692436757462156,2.345069898943433,2.3619146886999363
28,4.492277297292048,2.7936620339808558,3.1326363502412695,3.5692436757462156,2.345069898943433,2.3619146886999363,1.723176432654551,0.6105136434653979,1.3052441208476162
29,3.5692436757462156,2.345069898943433,2.3619146886999363,1.723176432654551,0.6105136434653979,1.3052441208476162,-0.2907151052636287,-0.7203096904789565,-0.42608714783218954
30,1.723176432654551,0.6105136434653979,1.3052441208476162,-0.2907151052636287,-0.7203096904789565,-0.42608714783218954,-0.6263636949166587,-1.0492772561730668,-0.8929880964180986
31,-0.2907151052636287,-0.7203096904789565,-0.42608714783218954,-0.6263636949166587,-1.0492772561730668,-0.8929880964180986,-0.12289081043711379,-0.5707789787998157,-0.06641703911290099
32,-0.6263636949166587,-1.0492772561730668,-0.8929880964180986,-0.12289081043711379,-0.5707789787998157,-0.06641703911290099,-0.038978663023856226,-0.5109666941281593,-0.020620534586531833
33,-0.12289081043711379,-0.5707789787998157,-0.06641703911290099,-0.038978663023856226,-0.5109666941281593,-0.020620534586531833,-0.3746272526768863,-0.8548873309901835,-0.5042763019016001
34,-0.038978663023856226,-0.5109666941281593,-0.020620534586531833,-0.3746272526768863,-0.8548873309901835,-0.5042763019016001,-0.8781001371564311,-1.1240426120126372,-0.8617124347903342
35,-0.3746272526768863,-0.8548873309901835,-0.5042763019016001,-0.8781001371564311,-1.1240426120126372,-0.8617124347903342,-1.1298365793962035,-1.2586202525238641,-1.1744690510679765
36,-0.8781001371564311,-1.1240426120126372,-0.8617124347903342,-1.1298365793962035,-1.2586202525238641,-1.1744690510679765,-1.0459244319829462,-1.2735733236917781,-1.0839930299305158
37,-1.1298365793962035,-1.2586202525238641,-1.1744690510679765,-1.0459244319829462,-1.2735733236917781,-1.0839930299305158,-0.8781001371564311,-1.1389956831805512,-0.7388437641098319
38,-1.0459244319829462,-1.2735733236917781,-1.0839930299305158,-0.8781001371564311,-1.1389956831805512,-0.7388437641098319,-0.2907151052636287,-0.7203096904789565,-0.1848177581322941
39,-0.8781001371564311,-1.1389956831805512,-0.7388437641098319,-0.2907151052636287,-0.7203096904789565,-0.1848177581322941,2.3105614645473533,1.059105778502821,1.9240554259112372
40,-0.2907151052636287,-0.7203096904789565,-0.1848177581322941,2.3105614645473533,1.059105778502821,1.9240554259112372,2.058825022307581,2.0759146179209793,1.5666192930225031
41,2.3105614645473533,1.059105778502821,1.9240554259112372,2.058825022307581,2.0759146179209793,1.5666192930225031,1.051879253348491,0.7301382128087108,0.791429679820061
42,2.058825022307581,2.0759146179209793,1.5666192930225031,1.051879253348491,0.7301382128087108,0.791429679820061,0.8001428111087184,0.2665930066033739,1.0103593112144107
43,1.051879253348491,0.7301382128087108,0.791429679820061,0.8001428111087184,0.2665930066033739,1.0103593112144107,0.2127577792159163,0.0572500102525765,0.1949581330619859
44,0.8001428111087184,0.2665930066033739,1.0103593112144107,0.2127577792159163,0.0572500102525765,0.1949581330619859,0.7162306636954613,0.20678072193171745,0.45633330523687277
45,0.2127577792159163,0.0572500102525765,0.1949581330619859,0.7162306636954613,0.20678072193171745,0.45633330523687277,0.8001428111087184,0.4908890741220854,0.45521631732159556
46,0.7162306636954613,0.20678072193171745,0.45633330523687277,0.8001428111087184,0.4908890741220854,0.45521631732159556,0.884054958521976,0.7002320704728825,0.826056305193657
47,0.8001428111087184,0.4908890741220854,0.45521631732159556,0.884054958521976,0.7002320704728825,0.826056305193657,0.884054958521976,0.5656544299616558,0.5456923384590563
48,0.884054958521976,0.7002320704728825,0.826056305193657,0.884054958521976,0.5656544299616558,0.5456923384590563,0.5484063688689461,0.2665930066033739,0.27314728713139647
49,0.884054958521976,0.5656544299616558,0.5456923384590563,0.5484063688689461,0.2665930066033739,0.27314728713139647,1.6392642852412933,1.552557127043986,0.8528640151603122
50,0.5484063688689461,0.2665930066033739,0.27314728713139647,1.6392642852412933,1.552557127043986,0.8528640151603122,1.4714399904147786,1.2684487748536184,0.7411652236325827
51,1.6392642852412933,1.552557127043986,0.8528640151603122,1.4714399904147786,1.2684487748536184,0.7411652236325827,4.156628707639018,3.750658588727359,2.585312271755395
52,1.4714399904147786,1.2684487748536184,0.7411652236325827,4.156628707639018,3.750658588727359,2.585312271755395,2.1427371697208386,1.5824632693798146,1.8112396464682303
53,4.156628707639018,3.750658588727359,2.585312271755395,2.1427371697208386,1.5824632693798146,1.8112396464682303,1.4714399904147786,0.7151851416407968,1.5655023051072257
54,2.1427371697208386,1.5824632693798146,1.8112396464682303,1.4714399904147786,0.7151851416407968,1.5655023051072257,3.233595086093186,1.8665716215701822,1.8816098851307
55,1.4714399904147786,0.7151851416407968,1.5655023051072257,3.233595086093186,1.8665716215701822,1.8816098851307,0.884054958521976,-0.07732763025865043,0.7970146193964475
56,3.233595086093186,1.8665716215701822,1.8816098851307,0.884054958521976,-0.07732763025865043,0.7970146193964475,0.04493348438940115,-0.37638905361693237,0.19719210889254035
57,0.884054958521976,-0.07732763025865043,0.7970146193964475,0.04493348438940115,-0.37638905361693237,0.19719210889254035,-0.2907151052636287,-0.6604974058073003,-0.4383740149002399
58,0.04493348438940115,-0.37638905361693237,0.19719210889254035,-0.2907151052636287,-0.6604974058073003,-0.4383740149002399,-0.038978663023856226,-0.5707789787998157,-0.17253089106424394
59,-0.2907151052636287,-0.6604974058073003,-0.4383740149002399,-0.038978663023856226,-0.5707789787998157,-0.17253089106424394,-0.20680295785037117,-0.4661074806244169,-0.16024402399619359
60,-0.038978663023856226,-0.5707789787998157,-0.17253089106424394,-0.20680295785037117,-0.4661074806244169,-0.16024402399619359,-0.7102758423299161,-1.0193711138372386,-0.7444287036862184
61,-0.20680295785037117,-0.4661074806244169,-0.16024402399619359,-0.7102758423299161,-1.0193711138372386,-0.7444287036862184,-0.45853940009014366,-0.9745119003334962,-0.7980441236195286
62,-0.7102758423299161,-1.0193711138372386,-0.7444287036862184,-0.45853940009014366,-0.9745119003334962,-0.7980441236195286,-0.2907151052636287,-0.6904035481431283,0.07208946238148355
63,-0.45853940009014366,-0.9745119003334962,-0.7980441236195286,-0.2907151052636287,-0.6904035481431283,0.07208946238148355,0.6323185162822037,0.2516399354354596,1.3432217099670443
64,-0.2907151052636287,-0.6904035481431283,0.07208946238148355,0.6323185162822037,0.2516399354354596,1.3432217099670443,1.5553521378280362,0.8049035686482814,1.958682051284833
65,0.6323185162822037,0.2516399354354596,1.3432217099670443,1.5553521378280362,0.8049035686482814,1.958682051284833,1.219703548175006,0.3712645047787725,1.4739092960544877
66,1.5553521378280362,0.8049035686482814,1.958682051284833,1.219703548175006,0.3712645047787725,1.4739092960544877,1.6392642852412933,0.8946219956557658,1.804537718976567
67,1.219703548175006,0.3712645047787725,1.4739092960544877,1.6392642852412933,0.8946219956557658,1.804537718976567,1.6392642852412933,0.6553728569691404,1.4013050815614636
68,1.6392642852412933,0.8946219956557658,1.804537718976567,1.6392642852412933,0.6553728569691404,1.4013050815614636,0.884054958521976,0.4908890741220854,0.18713921765504496
69,1.6392642852412933,0.6553728569691404,1.4013050815614636,0.884054958521976,0.4908890741220854,0.18713921765504496,0.1288456318026587,-0.15209298609822092,-0.17699884272535302
70,0.884054958521976,0.4908890741220854,0.18713921765504496,0.1288456318026587,-0.15209298609822092,-0.17699884272535302,0.1288456318026587,0.02734386791674814,-0.059715111621237126
71,0.1288456318026587,-0.15209298609822092,-0.17699884272535302,0.1288456318026587,0.02734386791674814,-0.059715111621237126,0.38058207404243105,0.04229693908466245,0.10783307567035683
72,0.1288456318026587,0.02734386791674814,-0.059715111621237126,0.38058207404243105,0.04229693908466245,0.10783307567035683,0.38058207404243105,0.13201536609214698,0.2508075288258506
73,0.38058207404243105,0.04229693908466245,0.10783307567035683,0.38058207404243105,0.13201536609214698,0.2508075288258506,0.9679671059352336,1.0291996361669926,1.285138338372625
74,0.38058207404243105,0.13201536609214698,0.2508075288258506,0.9679671059352336,1.0291996361669926,1.285138338372625,1.9749128748943237,1.5076979135402442,1.7531562748738112
75,0.9679671059352336,1.0291996361669926,1.285138338372625,1.9749128748943237,1.5076979135402442,1.7531562748738112,1.8070885800678085,1.5076979135402442,1.651510374583577
76,1.9749128748943237,1.5076979135402442,1.7531562748738112,1.8070885800678085,1.5076979135402442,1.651510374583577,1.723176432654551,1.1787303478461335,1.9486291600473375
77,1.8070885800678085,1.5076979135402442,1.651510374583577,1.723176432654551,1.1787303478461335,1.9486291600473375,0.9679671059352336,0.5507013587937415,0.939989072551941
78,1.723176432654551,1.1787303478461335,1.9486291600473375,0.9679671059352336,0.5507013587937415,0.939989072551941,0.7162306636954613,0.23668686426754557,0.5188846284924011
79,0.9679671059352336,0.5507013587937415,0.939989072551941,0.7162306636954613,0.23668686426754557,0.5188846284924011,0.8001428111087184,0.2516399354354596,0.6774969124617768
80,0.7162306636954613,0.23668686426754557,0.5188846284924011,0.8001428111087184,0.2516399354354596,0.6774969124617768,0.7162306636954613,0.3264052912750301,0.4831410152035279
81,0.8001428111087184,0.2516399354354596,0.6774969124617768,0.7162306636954613,0.3264052912750301,0.4831410152035279,0.6323185162822037,-0.10723377259447853,0.027409945770391783
82,0.7162306636954613,0.3264052912750301,0.4831410152035279,0.6323185162822037,-0.10723377259447853,0.027409945770391783,0.38058207404243105,0.10210922375631863,0.10895006358563437
83,0.6323185162822037,-0.10723377259447853,0.027409945770391783,0.38058207404243105,0.10210922375631863,0.10895006358563437,-0.45853940009014366,-0.6754504769752143,-0.643899791311262
84,0.38058207404243105,0.10210922375631863,0.10895006358563437,-0.45853940009014366,-0.6754504769752143,-0.643899791311262,-0.5424515475034012,-0.8548873309901835,-0.8337877369084019
85,-0.45853940009014366,-0.6754504769752143,-0.643899791311262,-0.5424515475034012,-0.8548873309901835,-0.8337877369084019,-0.7102758423299161,-1.0343241850051528,-0.9253807459611401
86,-0.5424515475034012,-0.8548873309901835,-0.8337877369084019,-0.7102758423299161,-1.0343241850051528,-0.9253807459611401,-0.7941879897431736,-1.079183398508895,-0.5757635284793471
87,-0.7102758423299161,-1.0343241850051528,-0.9253807459611401,-0.7941879897431736,-1.079183398508895,-0.5757635284793471,-0.3746272526768863,-0.7950750463185271,-0.3188563079655694
88,-0.7941879897431736,-1.079183398508895,-0.5757635284793471,-0.3746272526768863,-0.7950750463185271,-0.3188563079655694,-0.2907151052636287,-0.5109666941281593,-0.17699884272535302
89,-0.3746272526768863,-0.7950750463185271,-0.3188563079655694,-0.2907151052636287,-0.5109666941281593,-0.17699884272535302,0.38058207404243105,-0.12218684376239283,0.19049018140087665
90,-0.2907151052636287,-0.5109666941281593,-0.17699884272535302,0.38058207404243105,-0.12218684376239283,0.19049018140087665,0.8001428111087184,0.10210922375631863,0.5244695680687876
91,0.38058207404243105,-0.12218684376239283,0.19049018140087665,0.8001428111087184,0.10210922375631863,0.5244695680687876,0.6323185162822037,0.23668686426754557,0.36027234452302553
92,0.8001428111087184,0.10210922375631863,0.5244695680687876,0.6323185162822037,0.23668686426754557,0.36027234452302553,0.1288456318026587,-0.3614359824490183,-0.20268956477673075
93,0.6323185162822037,0.23668686426754557,0.36027234452302553,0.1288456318026587,-0.3614359824490183,-0.20268956477673075,-0.12289081043711379,-0.37638905361693237,-0.2630069122017047
94,0.1288456318026587,-0.3614359824490183,-0.20268956477673075,-0.12289081043711379,-0.37638905361693237,-0.2630069122017047,-0.038978663023856226,-0.12218684376239283,-0.226146310997554
95,-0.12289081043711379,-0.37638905361693237,-0.2630069122017047,-0.038978663023856226,-0.12218684376239283,-0.226146310997554,0.9679671059352336,0.2516399354354596,0.4775560756271414
96,-0.038978663023856226,-0.12218684376239283,-0.226146310997554,0.9679671059352336,0.2516399354354596,0.4775560756271414,0.8001428111087184,0.35631143361085843,0.5881378792395933
97,0.9679671059352336,0.2516399354354596,0.4775560756271414,0.8001428111087184,0.35631143361085843,0.5881378792395933,0.6323185162822037,0.3413583624429444,0.2776152387925057
98,0.8001428111087184,0.35631143361085843,0.5881378792395933,0.6323185162822037,0.3413583624429444,0.2776152387925057,2.1427371697208386,1.5376040558760722,1.3968371299003544
99,0.6323185162822037,0.3413583624429444,0.2776152387925057,2.1427371697208386,1.5376040558760722,1.3968371299003544,3.317507233506443,2.1058207602568078,2.010063495387589
100,2.1427371697208386,1.5376040558760722,1.3968371299003544,3.317507233506443,2.1058207602568078,2.010063495387589,1.387527843001521,0.7600443551445389,1.0695596707241073
101,3.317507233506443,2.1058207602568078,2.010063495387589,1.387527843001521,0.7600443551445389,1.0695596707241073,0.1288456318026587,-0.10723377259447853,0.3100078883355473
102,1.387527843001521,0.7600443551445389,1.0695596707241073,0.1288456318026587,-0.10723377259447853,0.3100078883355473,0.38058207404243105,-0.10723377259447853,0.21059596387586807
103,0.1288456318026587,-0.10723377259447853,0.3100078883355473,0.38058207404243105,-0.10723377259447853,0.21059596387586807,-0.12289081043711379,-0.3913421247848464,-0.20604052852256274
104,0.38058207404243105,-0.10723377259447853,0.21059596387586807,-0.12289081043711379,-0.3913421247848464,-0.20604052852256274,-0.038978663023856226,-0.45115440945650287,-0.30098450132113275
105,-0.12289081043711379,-0.3913421247848464,-0.20604052852256274,-0.038978663023856226,-0.45115440945650287,-0.30098450132113275,-0.038978663023856226,-0.3165767689452759,-0.13567028986009308
106,-0.038978663023856226,-0.45115440945650287,-0.30098450132113275,-0.038978663023856226,-0.3165767689452759,-0.13567028986009308,-0.5424515475034012,-0.7651689039826989,-0.6014542505307248
107,-0.038978663023856226,-0.3165767689452759,-0.13567028986009308,-0.5424515475034012,-0.7651689039826989,-0.6014542505307248,-0.7102758423299161,-0.8249811886543553,-0.7098020783126223
108,-0.5424515475034012,-0.7651689039826989,-0.6014542505307248,-0.7102758423299161,-0.8249811886543553,-0.7098020783126223,-0.7102758423299161,-0.8399342598222693,-0.40933232910303013
109,-0.7102758423299161,-0.8249811886543553,-0.7098020783126223,-0.7102758423299161,-0.8399342598222693,-0.40933232910303013,-0.3746272526768863,-0.45115440945650287,0.17038439892588556
110,-0.7102758423299161,-0.8399342598222693,-0.40933232910303013,-0.3746272526768863,-0.45115440945650287,0.17038439892588556,0.2127577792159163,0.012390796748834098,1.0684426828088298
111,-0.3746272526768863,-0.45115440945650287,0.17038439892588556,0.2127577792159163,0.012390796748834098,1.0684426828088298,2.9818586438534136,2.5693659664621444,2.457975649413784
112,0.2127577792159163,0.012390796748834098,1.0684426828088298,2.9818586438534136,2.5693659664621444,2.457975649413784,4.995750181771593,4.169344581428954,4.257443180925504
113,2.9818586438534136,2.5693659664621444,2.457975649413784,4.995750181771593,4.169344581428954,4.257443180925504,3.5692436757462156,2.6740374646375433,3.130402374410715
114,4.995750181771593,4.169344581428954,4.257443180925504,3.5692436757462156,2.6740374646375433,3.130402374410715,1.8910007274810656,1.6123694117156426,2.0178824107945297
115,3.5692436757462156,2.6740374646375433,3.130402374410715,1.8910007274810656,1.6123694117156426,2.0178824107945297,0.9679671059352336,0.7899504974803673,0.932170157145
116,1.8910007274810656,1.6123694117156426,2.0178824107945297,0.9679671059352336,0.7899504974803673,0.932170157145,0.8001428111087184,0.6703259281370544,0.37367619950635295
117,0.9679671059352336,0.7899504974803673,0.932170157145,0.8001428111087184,0.6703259281370544,0.37367619950635295,0.8001428111087184,0.9693873514953364,0.3021889729286061
118,0.8001428111087184,0.6703259281370544,0.37367619950635295,0.8001428111087184,0.9693873514953364,0.3021889729286061,0.4644942214556886,0.38621757594668654,0.25527548048695986
119,0.8001428111087184,0.9693873514953364,0.3021889729286061,0.4644942214556886,0.38621757594668654,0.25527548048695986,0.4644942214556886,0.31145222010711604,0.2753812629619509
120,0.4644942214556886,0.38621757594668654,0.25527548048695986,0.4644942214556886,0.31145222010711604,0.2753812629619509,0.8001428111087184,0.774997426312453,0.3222947554035975
121,0.4644942214556886,0.31145222010711604,0.2753812629619509,0.8001428111087184,0.774997426312453,0.3222947554035975,3.4853315283329582,3.466550236536991,2.31500119625829
122,0.8001428111087184,0.774997426312453,0.3222947554035975,3.4853315283329582,3.466550236536991,2.31500119625829,5.415310918837881,4.797373570481346,2.8399855164386185
123,3.4853315283329582,3.466550236536991,2.31500119625829,5.415310918837881,4.797373570481346,2.8399855164386185,4.156628707639018,2.9730988879958256,2.1362831298139233
124,5.415310918837881,4.797373570481346,2.8399855164386185,4.156628707639018,2.9730988879958256,2.1362831298139233,2.1427371697208386,1.7020878387231269,1.3711464078489768
125,4.156628707639018,2.9730988879958256,2.1362831298139233,2.1427371697208386,1.7020878387231269,1.3711464078489768,0.9679671059352336,0.7450912839766249,0.8394601601769844
126,2.1427371697208386,1.7020878387231269,1.3711464078489768,0.9679671059352336,0.7450912839766249,0.8394601601769844,-0.45853940009014366,-0.37638905361693237,-0.44842690613773545
127,0.9679671059352336,0.7450912839766249,0.8394601601769844,-0.45853940009014366,-0.37638905361693237,-0.44842690613773545,0.29666992662917385,0.3413583624429444,0.05868560739815615
128,-0.45853940009014366,-0.37638905361693237,-0.44842690613773545,0.29666992662917385,0.3413583624429444,0.05868560739815615,-0.5424515475034012,-0.6305912634714721,-0.5645936493265741
129,0.29666992662917385,0.3413583624429444,0.05868560739815615,-0.5424515475034012,-0.6305912634714721,-0.5645936493265741,-0.8781001371564311,-1.0193711138372386,-0.936550625113913
130,-0.5424515475034012,-0.6305912634714721,-0.5645936493265741,-0.8781001371564311,-1.0193711138372386,-0.936550625113913,-0.9620122845696887,-1.0642303273409808,-0.8684143622819981
131,-0.8781001371564311,-1.0193711138372386,-0.936550625113913,-0.9620122845696887,-1.0642303273409808,-0.8684143622819981,-0.9620122845696887,-1.0193711138372386,-0.7232059332959498
132,-0.9620122845696887,-1.0642303273409808,-0.8684143622819981,-0.9620122845696887,-1.0193711138372386,-0.7232059332959498,-1.0459244319829462,-1.1240426120126372,-0.9566564075889042
133,-0.9620122845696887,-1.0193711138372386,-0.7232059332959498,-1.0459244319829462,-1.1240426120126372,-0.9566564075889042,-0.7941879897431736,-0.8997465444939258,-0.541136903105751
134,-1.0459244319829462,-1.1240426120126372,-0.9566564075889042,-0.7941879897431736,-0.8997465444939258,-0.541136903105751,-0.3746272526768863,-0.6455443346393861,-0.28534667050725054
135,-0.7941879897431736,-0.8997465444939258,-0.541136903105751,-0.3746272526768863,-0.6455443346393861,-0.28534667050725054,1.1357914007617487,0.8796689244878518,1.387901226578136
136,-0.3746272526768863,-0.6455443346393861,-0.28534667050725054,1.1357914007617487,0.8796689244878518,1.387901226578136,1.4714399904147786,1.4628387000365017,1.2829043625420704
137,1.1357914007617487,0.8796689244878518,1.387901226578136,1.4714399904147786,1.4628387000365017,1.2829043625420704,2.8140343490268984,2.2104922584322066,3.109179604020446
138,1.4714399904147786,1.4628387000365017,1.2829043625420704,2.8140343490268984,2.2104922584322066,3.109179604020446,1.723176432654551,1.5376040558760722,2.1753777068486286
139,2.8140343490268984,2.2104922584322066,3.109179604020446,1.723176432654551,1.5376040558760722,2.1753777068486286,1.3036156955882634,1.4777917712044155,0.8763207613811353
140,1.723176432654551,1.5376040558760722,2.1753777068486286,1.3036156955882634,1.4777917712044155,0.8763207613811353,1.6392642852412933,2.0161023332493233,1.2158850876254328
141,1.3036156955882634,1.4777917712044155,0.8763207613811353,1.6392642852412933,2.0161023332493233,1.2158850876254328,1.723176432654551,1.5974163405477284,1.5063019455975288
142,1.6392642852412933,2.0161023332493233,1.2158850876254328,1.723176432654551,1.5974163405477284,1.5063019455975288,0.7162306636954613,0.774997426312453,0.6283494441895762
143,1.723176432654551,1.5974163405477284,1.5063019455975288,0.7162306636954613,0.774997426312453,0.6283494441895762,0.884054958521976,1.0142465649990788,0.7143575136659277
144,0.7162306636954613,0.774997426312453,0.6283494441895762,0.884054958521976,1.0142465649990788,0.7143575136659277,0.884054958521976,0.9843404226632507,0.8472790755839257
145,0.884054958521976,1.0142465649990788,0.7143575136659277,0.884054958521976,0.9843404226632507,0.8472790755839257,1.4714399904147786,1.1787303478461335,0.7757918490061788
146,0.884054958521976,0.9843404226632507,0.8472790755839257,1.4714399904147786,1.1787303478461335,0.7757918490061788,1.8910007274810656,1.4628387000365017,0.6596251058173401
147,1.4714399904147786,1.1787303478461335,0.7757918490061788,1.8910007274810656,1.4628387000365017,0.6596251058173401,1.1357914007617487,1.0740588496707348,0.47085414813547743
148,1.8910007274810656,1.4628387000365017,0.6596251058173401,1.1357914007617487,1.0740588496707348,0.47085414813547743,2.394473611960611,2.22544532960012,1.8905457884529184
149,1.1357914007617487,1.0740588496707348,0.47085414813547743,2.394473611960611,2.22544532960012,1.8905457884529184,0.4644942214556886,0.5357482876258275,0.7757918490061788
150,2.394473611960611,2.22544532960012,1.8905457884529184,0.4644942214556886,0.5357482876258275,0.7757918490061788,-0.20680295785037117,-0.09228070142656447,0.13687476146756672
151,0.4644942214556886,0.5357482876258275,0.7757918490061788,-0.20680295785037117,-0.09228070142656447,0.13687476146756672,-0.038978663023856226,-0.12218684376239283,-0.01615258292542275
152,-0.20680295785037117,-0.09228070142656447,0.13687476146756672,-0.038978663023856226,-0.12218684376239283,-0.01615258292542275,-0.5424515475034012,-0.6156381923035579,-0.3523659454238882
153,-0.038978663023856226,-0.12218684376239283,-0.01615258292542275,-0.5424515475034012,-0.6156381923035579,-0.3523659454238882,-0.7941879897431736,-0.8249811886543553,-0.6204430450904388
154,-0.5424515475034012,-0.6156381923035579,-0.3523659454238882,-0.7941879897431736,-0.8249811886543553,-0.6204430450904388,-0.9620122845696887,-1.0642303273409808,-0.8538935193833933
155,-0.7941879897431736,-0.8249811886543553,-0.6204430450904388,-0.9620122845696887,-1.0642303273409808,-0.8538935193833933,-1.0459244319829462,-1.1240426120126372,-0.8170329181792425
156,-0.9620122845696887,-1.0642303273409808,-0.8538935193833933,-1.0459244319829462,-1.1240426120126372,-0.8170329181792425,-1.1298365793962035,-1.1838548966842937,-1.1085667640666164
157,-1.0459244319829462,-1.1240426120126372,-0.8170329181792425,-1.1298365793962035,-1.1838548966842937,-1.1085667640666164,-1.1298365793962035,-1.1240426120126372,-0.8628294227056117
158,-1.1298365793962035,-1.1838548966842937,-1.1085667640666164,-1.1298365793962035,-1.1240426120126372,-0.8628294227056117,-0.20680295785037117,-0.3614359824490183,0.40271788530356256
159,-1.1298365793962035,-1.1240426120126372,-0.8628294227056117,-0.20680295785037117,-0.3614359824490183,0.40271788530356256,2.058825022307581,1.9413369774097526,2.243513969680543
160,-0.20680295785037117,-0.3614359824490183,0.40271788530356256,2.058825022307581,1.9413369774097526,2.243513969680543,3.5692436757462156,3.795517802231101,2.766264314030317
161,2.058825022307581,1.9413369774097526,2.243513969680543,3.5692436757462156,3.795517802231101,2.766264314030317,2.226649317134096,1.956290048577667,1.7565072386196432
162,3.5692436757462156,3.795517802231101,2.766264314030317,2.226649317134096,1.956290048577667,1.7565072386196432,0.8001428111087184,0.7450912839766249,0.9679137704338733
163,2.226649317134096,1.956290048577667,1.7565072386196432,0.8001428111087184,0.7450912839766249,0.9679137704338733,0.7162306636954613,0.5058421452899994,0.7791428127520108
