OverallQual,BsmtQual_Ex,LandSlope_Gtl,GarageCars,Exterior2nd_CmentBd,KitchenQual_Ex,GrLivArea
5,0,1,0.0,0,0,1114
5,0,1,2.0,0,0,1114
7,0,1,3.0,0,0,1450
7,0,1,2.0,0,0,2122
6,0,1,2.0,0,0,1730
6,0,1,2.0,0,0,1332
7,0,1,2.0,0,0,1540
6,0,1,2.0,0,0,1400
6,0,1,2.0,0,0,1882
5,0,1,2.0,0,0,980
5,0,1,2.0,0,0,864
5,0,1,1.0,0,0,864
5,0,1,1.0,0,0,1020
5,0,1,1.0,0,0,912
5,0,1,1.0,0,0,912
8,0,1,3.0,0,0,2014
7,0,1,2.0,0,0,1755
7,0,1,3.0,0,0,3005
6,0,1,2.0,0,0,1726
6,0,1,2.0,0,0,1256
6,0,1,2.0,0,0,1512
7,0,1,2.0,0,0,1452
8,0,1,2.0,0,1,1694
7,0,1,2.0,0,0,1740
8,0,0,2.0,0,0,2499
7,0,1,2.0,0,0,2067
6,0,1,2.0,0,0,2640
5,0,1,2.0,0,0,1336
6,0,1,1.0,0,0,1216
7,0,1,2.0,0,0,2288
5,0,1,1.0,0,0,864
5,0,1,2.0,0,0,1568
7,0,1,2.0,0,0,2061
6,0,1,2.0,0,0,1320
4,0,1,2.0,0,0,894
5,0,1,1.0,0,0,864
4,0,1,3.0,0,0,1362
5,0,1,2.0,0,0,1728
5,0,1,2.0,0,0,1313
5,0,1,2.0,0,0,1292
5,0,1,2.0,0,0,2140
6,0,1,2.0,0,0,1576
5,0,1,1.0,0,0,960
6,0,1,2.0,0,0,1691
6,0,1,2.0,0,0,1453
6,0,1,2.0,0,0,1567
5,0,1,1.0,0,0,1144
7,0,1,2.0,0,0,1329
6,0,1,1.0,0,0,988
5,0,1,1.0,0,0,1202
5,0,1,1.0,0,0,1382
4,0,1,1.0,0,0,1200
5,0,1,2.0,0,0,1866
6,0,1,1.0,0,0,1062
5,0,1,2.0,0,0,1112
5,0,1,1.0,0,0,793
5,0,1,1.0,0,0,1031
5,0,1,1.0,0,0,1210
7,0,1,2.0,0,0,1527
5,0,1,1.0,0,0,1200
3,0,1,1.0,0,0,792
5,0,1,2.0,0,0,1352
4,0,1,1.0,0,0,1039
5,0,1,1.0,0,1,1078
4,0,1,2.0,0,0,2377
7,0,1,2.0,0,0,1690
2,0,1,0.0,0,0,599
5,0,1,2.0,0,0,846
3,0,1,1.0,0,0,725
6,0,1,3.0,0,0,2544
6,0,1,1.0,0,0,1380
6,0,1,2.0,0,0,1040
6,0,1,2.0,0,0,951
6,0,1,1.0,0,0,1105
6,0,0,1.0,0,0,1142
6,0,1,2.0,0,0,1133
5,0,1,1.0,0,0,1041
5,0,1,1.0,0,0,732
5,0,1,1.0,0,0,1183
4,0,1,1.0,0,0,1461
6,0,1,2.0,0,0,1495
6,0,1,2.0,0,0,1806
5,0,1,2.0,0,0,941
6,0,1,1.0,0,0,1045
6,0,1,1.0,0,0,1378
6,0,1,2.0,0,0,1944
5,0,1,2.0,0,0,1306
5,0,1,0.0,0,0,1464
5,0,1,2.0,0,0,1558
4,0,1,0.0,0,0,1701
5,0,1,0.0,0,0,1447
5,0,1,1.0,0,0,1328
4,0,1,2.0,0,0,861
2,0,1,1.0,0,0,612
5,0,1,1.0,0,0,792
4,0,1,2.0,0,0,1510
6,0,1,1.0,0,1,2007
6,0,1,1.0,0,1,1288
4,0,1,0.0,0,0,816
6,0,1,1.0,0,0,1480
6,0,1,3.0,0,0,1521
3,0,1,0.0,0,0,797
6,0,1,1.0,0,0,1432
5,0,1,1.0,0,0,1654
5,0,1,1.0,0,0,1142
5,0,1,1.0,0,0,995
5,0,1,1.0,0,0,1582
5,0,1,5.0,0,0,1072
6,0,1,2.0,0,0,1768
7,0,1,1.0,0,0,1944
5,0,1,0.0,0,0,2128
6,0,1,1.0,0,0,1930
6,0,0,1.0,0,0,1427
7,0,1,0.0,0,0,1864
6,0,1,1.0,0,0,1666
4,0,1,0.0,0,0,892
6,0,1,1.0,0,0,1403
4,0,1,1.0,0,0,704
5,0,1,0.0,0,0,1200
5,0,1,1.0,0,0,1152
5,0,1,1.0,0,0,1112
5,0,1,1.0,0,0,1052
6,0,1,2.0,0,0,1034
5,0,1,1.0,0,0,1774
6,0,1,2.0,0,0,1138
5,0,1,1.0,0,0,2071
2,0,1,0.0,0,0,660
4,0,1,2.0,0,0,1383
5,0,1,1.0,0,0,1073
6,0,1,1.0,0,0,1639
5,0,1,1.0,0,0,1089
5,0,1,1.0,0,0,1049
7,0,1,2.0,0,0,1061
6,0,1,2.0,0,0,1338
7,0,1,2.0,0,0,1879
5,0,1,2.0,0,0,2016
5,0,1,2.0,0,0,2228
5,0,1,2.0,0,0,1535
5,0,1,2.0,0,0,1229
5,0,1,2.0,0,0,1513
7,1,1,4.0,0,0,2787
7,1,1,4.0,0,0,2787
7,1,1,4.0,0,0,2787
9,1,1,3.0,0,1,1680
9,1,1,3.0,0,1,1720
8,0,1,3.0,0,0,1468
8,1,1,2.0,0,0,1838
7,0,1,2.0,0,0,1290
8,0,1,3.0,0,0,1254
8,1,1,3.0,0,0,1498
6,0,1,2.0,0,0,1422
7,0,0,2.0,0,0,1759
5,0,0,1.0,0,0,990
7,0,1,2.0,0,0,1463
6,0,1,2.0,0,0,1772
7,0,1,2.0,0,0,1444
7,0,1,2.0,0,0,1492
5,0,1,1.0,0,0,907
5,0,1,2.0,0,0,914
7,0,1,3.0,0,0,1611
8,0,1,2.0,0,0,2184
7,0,1,2.0,0,0,1725
7,0,1,2.0,0,0,1870
8,0,1,2.0,0,0,1513
8,1,1,2.0,0,0,1828
7,0,1,2.0,0,0,1417
8,0,1,3.0,0,0,1602
6,0,1,2.0,0,0,1396
4,0,1,1.0,0,0,1149
6,0,1,2.0,0,0,1072
4,0,0,1.0,0,0,876
5,0,1,1.0,0,0,1368
5,0,1,0.0,0,0,1678
5,0,1,1.0,0,0,1560
5,0,1,1.0,0,0,1298
5,0,1,1.0,0,0,1268
6,0,1,1.0,0,0,1242
6,0,1,2.0,0,0,1232
7,0,1,1.0,0,0,1228
5,0,0,2.0,0,0,1567
5,0,1,1.0,0,0,1273
7,0,1,2.0,0,0,2480
5,0,1,1.0,0,0,1112
6,0,1,2.0,0,0,1561
5,0,1,1.0,0,0,1523
6,0,0,2.0,0,0,1906
6,0,1,2.0,0,0,1032
6,0,1,2.0,0,0,1229
6,0,1,2.0,0,0,1229
6,0,1,2.0,0,0,1982
7,0,1,2.0,0,1,2365
5,0,1,2.0,0,0,2168
4,0,1,1.0,0,0,572
8,1,0,2.0,1,1,1648
2,0,1,1.0,0,0,810
8,0,1,3.0,1,0,2052
6,0,1,1.0,0,0,926
6,0,1,2.0,0,0,1287
5,0,1,2.0,0,0,1595
9,1,1,3.0,1,1,2036
9,1,1,3.0,1,1,1641
6,0,1,2.0,0,0,2237
7,0,1,2.0,0,0,1479
7,0,1,2.0,0,0,2014
9,1,1,3.0,1,1,1978
5,0,1,1.0,0,0,1008
5,0,0,2.0,0,0,1404
5,0,1,1.0,0,0,796
6,0,1,1.0,0,0,1091
5,0,1,2.0,0,0,883
5,0,1,2.0,0,0,1287
5,0,0,2.0,0,0,1632
6,0,1,2.0,0,0,1604
6,0,1,2.0,0,0,1470
6,0,1,2.0,0,0,1604
6,0,1,2.0,0,0,1636
5,0,1,2.0,0,0,1384
8,1,1,2.0,1,0,1682
8,0,1,2.0,0,0,1280
6,0,1,2.0,0,0,1633
6,0,1,2.0,0,0,1709
8,0,0,2.0,0,0,1337
8,1,1,3.0,0,1,2500
9,1,1,3.0,0,1,1884
6,0,1,2.0,0,0,1474
9,1,1,2.0,0,1,1710
6,0,1,2.0,0,0,1488
7,0,1,2.0,0,1,1688
7,0,1,2.0,0,0,1260
7,0,1,2.0,0,0,2064
7,0,1,2.0,0,0,1782
6,0,1,2.0,0,0,1211
7,0,1,2.0,0,0,2044
5,0,1,2.0,0,0,1308
7,0,1,4.0,0,0,2840
6,0,1,2.0,0,0,1444
8,0,1,3.0,0,0,2340
5,0,1,2.0,0,0,1792
4,0,1,1.0,0,0,936
5,0,1,2.0,0,0,864
6,0,1,1.0,0,0,987
6,0,1,1.0,0,0,987
5,0,1,1.0,0,0,1302
6,0,1,2.0,0,0,1456
7,0,1,2.0,0,0,1055
8,1,1,3.0,0,0,1582
8,1,1,3.0,0,1,2464
9,1,1,3.0,0,1,1950
9,1,1,3.0,0,1,2748
10,1,1,4.0,1,1,2790
9,1,1,3.0,1,1,2331
8,0,1,3.0,0,0,2088
8,1,1,3.0,0,1,2332
10,1,0,3.0,0,1,2470
8,0,1,3.0,0,0,1575
8,1,1,3.0,0,0,2649
8,1,1,3.0,0,0,2690
9,0,1,3.0,0,1,1866
7,0,1,2.0,0,0,1367
9,1,1,3.0,0,1,1800
8,0,1,2.0,0,0,1342
8,0,1,2.0,0,0,1342
7,0,1,2.0,0,0,1626
7,0,1,3.0,0,0,1455
7,0,1,3.0,0,0,1576
7,0,1,2.0,0,0,1246
6,0,1,2.0,0,0,1515
7,0,1,2.0,0,0,1720
7,0,1,2.0,0,0,1986
7,0,1,2.0,0,0,1358
7,0,1,2.0,0,0,1892
7,0,1,2.0,0,0,1414
7,0,1,2.0,0,0,2322
7,0,1,2.0,0,0,1651
8,0,1,2.0,0,0,2199
9,1,1,3.0,0,1,2172
8,0,1,3.0,0,0,2006
7,1,1,2.0,0,0,2125
8,0,1,3.0,0,0,2501
7,0,1,3.0,0,0,2197
7,1,1,3.0,0,0,1578
8,0,1,3.0,0,0,1861
8,0,1,3.0,0,0,1874
8,1,1,2.0,0,0,1460
8,0,1,2.0,0,0,1372
8,0,1,3.0,0,0,1660
7,0,1,2.0,1,0,1218
6,0,1,2.0,0,0,1696
7,0,1,2.0,0,0,1663
6,0,1,0.0,0,0,1175
7,0,1,2.0,0,0,1162
6,0,1,2.0,0,0,1609
6,0,1,2.0,0,0,1680
7,0,1,2.0,0,0,1657
6,0,1,2.0,0,0,1677
7,0,1,2.0,0,0,1737
5,0,1,1.0,0,0,984
5,0,1,1.0,0,0,864
5,0,1,1.0,0,0,890
5,0,1,1.0,0,0,864
6,0,1,2.0,0,0,1430
5,0,1,2.0,0,0,1641
6,0,1,2.0,0,0,2683
9,0,1,2.0,0,0,2786
7,0,1,2.0,0,0,1245
6,0,1,2.0,0,0,1200
7,0,1,2.0,0,0,1392
6,0,1,2.0,0,0,1549
9,0,1,2.0,0,1,1638
9,1,1,2.0,0,0,1310
9,1,1,2.0,0,1,1419
9,0,1,2.0,0,1,1557
7,0,1,2.0,0,0,1404
7,0,1,2.0,0,0,1789
8,0,1,2.0,0,0,1586
8,0,1,2.0,0,0,1607
10,0,1,2.0,0,1,2393
8,0,1,2.0,0,0,1239
9,0,1,3.0,0,0,2944
8,0,1,2.0,0,1,1671
7,0,1,2.0,0,0,1812
6,0,1,2.0,0,0,1427
6,0,1,2.0,0,0,1740
7,0,1,2.0,0,0,1620
5,0,1,2.0,0,0,1625
5,0,1,2.0,0,0,1464
5,0,1,2.0,0,0,925
5,0,1,2.0,0,0,1728
7,0,1,2.0,0,0,1670
5,0,1,1.0,0,0,1014
5,0,1,2.0,0,0,1114
5,0,1,1.0,0,0,1118
4,0,0,1.0,0,0,906
5,0,1,2.0,0,0,1496
5,0,1,1.0,0,0,1337
5,0,1,1.0,0,0,1036
6,0,1,2.0,0,0,1988
5,0,1,1.0,0,0,1176
5,0,1,1.0,0,0,1440
6,0,1,2.0,0,0,1570
5,0,1,1.0,0,0,1104
5,0,1,1.0,0,0,882
5,0,1,2.0,0,0,1152
5,0,0,2.0,0,0,950
6,0,1,2.0,0,0,1790
5,0,1,1.0,0,0,1764
5,0,1,2.0,0,0,1824
4,0,1,1.0,0,0,869
5,0,1,1.0,0,0,1159
4,0,1,1.0,0,0,672
5,0,1,4.0,0,0,1436
5,0,1,2.0,0,0,1044
7,0,1,2.0,0,0,1312
6,0,1,1.0,0,0,1081
5,0,1,2.0,0,0,876
5,0,1,1.0,0,0,1256
5,0,1,1.0,0,0,1027
6,0,1,2.0,0,0,1320
6,0,1,1.0,0,0,984
6,0,1,1.0,0,0,1278
5,0,1,0.0,0,0,1800
5,0,1,2.0,0,0,1588
5,0,1,1.0,0,0,825
5,0,1,1.0,0,0,1117
6,0,1,1.0,0,0,1133
5,0,1,2.0,0,0,1323
5,0,1,1.0,0,0,1360
5,0,1,1.0,0,0,672
6,0,1,1.0,0,0,1456
4,0,1,0.0,0,0,1594
4,0,1,2.0,0,0,1656
5,0,1,1.0,0,1,1740
7,0,1,0.0,0,0,1027
6,0,1,2.0,0,0,1436
5,0,1,1.0,0,0,899
5,0,1,0.0,0,0,1080
5,0,1,3.0,0,0,1499
2,0,1,1.0,0,0,407
3,0,1,0.0,0,0,1588
5,0,1,2.0,0,0,1627
7,0,1,1.0,0,0,1450
5,0,1,1.0,0,0,1017
5,0,1,2.0,0,0,2350
5,0,1,0.0,0,0,1540
2,0,1,2.0,0,0,1086
7,0,1,2.0,0,0,2495
5,0,1,1.0,0,0,984
4,0,1,1.0,0,0,1093
5,0,1,1.0,0,0,1143
7,0,1,1.0,0,0,1668
5,0,1,1.0,0,0,1738
5,0,1,1.0,0,0,1210
6,0,1,1.0,0,0,1290
6,0,1,1.0,0,0,1672
5,0,1,2.0,0,0,949
6,0,1,1.0,0,0,1497
6,0,1,1.0,0,0,1342
6,0,0,1.0,0,0,1013
5,0,1,1.0,0,0,1216
4,0,1,1.0,0,0,896
4,0,1,1.0,0,0,1136
5,0,1,1.0,0,0,808
7,0,1,2.0,0,0,2009
5,0,1,2.0,0,0,1902
6,0,1,2.0,0,0,1716
6,0,1,1.0,0,0,1984
6,0,1,1.0,0,0,1609
6,0,1,2.0,0,0,768
6,0,1,1.0,0,0,1536
6,0,1,2.0,0,0,1969
5,0,1,2.0,0,0,1308
6,0,1,2.0,0,0,1040
6,0,1,1.0,0,0,1236
5,0,1,2.0,0,0,759
3,0,1,0.0,0,0,1344
5,0,1,1.0,0,0,1054
5,0,1,2.0,0,0,1075
6,0,1,2.0,0,0,1096
5,0,1,1.0,0,0,992
6,0,1,2.0,0,0,1034
5,0,1,1.0,0,0,1073
5,0,1,2.0,0,0,1126
5,0,1,2.0,0,0,1140
5,0,1,1.0,0,0,960
6,0,1,2.0,0,0,1188
5,0,1,2.0,0,0,1721
5,0,1,3.0,0,0,1350
5,0,1,3.0,0,0,904
7,0,1,2.0,0,0,1524
7,0,1,1.0,0,0,1079
5,0,1,0.0,0,0,1518
5,0,1,1.0,0,0,1509
5,0,1,0.0,0,0,864
6,0,1,1.0,0,0,1269
6,0,1,2.0,0,0,2814
7,0,1,2.0,0,0,1626
7,0,1,2.0,0,0,2200
7,0,1,2.0,0,0,2037
7,0,1,2.0,0,0,1356
8,0,1,3.0,0,0,1615
9,0,1,3.0,0,1,2276
9,1,1,3.0,0,1,1766
8,0,1,3.0,0,0,1511
6,0,1,2.0,0,0,1643
5,0,0,2.0,0,0,990
7,0,1,2.0,0,0,1418
6,0,1,2.0,0,0,1771
7,0,1,2.0,0,0,1652
7,0,1,2.0,0,0,1823
5,0,1,2.0,0,0,1174
5,0,1,2.0,0,0,1076
5,0,1,2.0,0,0,1558
7,0,1,2.0,0,0,2161
9,0,1,3.0,0,0,1947
8,1,1,3.0,0,0,1786
7,0,1,2.0,0,0,2327
8,0,1,2.0,0,0,1764
6,0,1,2.0,0,0,848
6,0,1,3.0,0,0,1838
7,0,1,2.0,0,0,1445
7,0,1,3.0,0,0,1564
7,0,1,2.0,0,0,1361
5,0,1,1.0,0,0,1092
5,0,1,2.0,0,0,1033
6,0,1,2.0,0,0,1127
6,0,1,2.0,0,0,1117
6,0,1,2.0,0,0,1398
5,0,1,2.0,0,1,3820
4,0,1,0.0,0,0,1152
4,0,1,0.0,0,0,1152
4,0,1,0.0,0,0,784
5,0,1,0.0,0,1,1053
5,0,1,0.0,0,0,1137
4,0,0,1.0,0,0,930
4,1,0,1.0,0,0,1204
4,0,1,1.0,0,0,1292
7,0,1,1.0,0,0,1424
6,0,1,2.0,0,0,1920
6,0,1,1.0,0,0,1316
6,0,1,2.0,0,0,1264
8,0,1,1.0,0,0,1512
6,0,1,2.0,0,0,1603
5,0,0,1.0,0,0,1938
5,0,1,1.0,0,0,1374
6,0,1,1.0,0,0,1091
8,0,0,2.0,0,0,1873
7,0,1,2.0,0,0,2161
5,0,1,2.0,0,0,1898
6,0,1,2.0,0,0,1032
6,0,1,1.0,0,0,919
6,0,1,1.0,0,0,1090
5,0,1,0.0,0,0,1200
5,0,1,1.0,0,0,1656
5,0,1,1.0,0,0,912
5,0,1,1.0,0,0,1955
1,0,0,2.0,0,0,733
4,0,1,1.0,0,0,1361
4,0,1,1.0,0,0,1049
4,0,1,1.0,0,0,864
8,1,0,2.0,1,1,1648
7,1,0,2.0,1,1,1646
7,1,1,3.0,0,0,2032
7,0,1,3.0,0,0,1820
5,0,1,2.0,0,0,1872
4,0,1,2.0,0,0,1689
7,0,1,2.0,0,0,1501
8,1,1,3.0,0,0,1537
8,0,1,2.0,0,0,1780
5,0,1,2.0,0,0,1442
7,0,1,3.0,0,0,1612
6,0,1,2.0,0,0,1495
6,0,1,2.0,0,0,1256
8,1,1,2.0,0,0,1440
6,1,1,2.0,0,0,1675
8,0,1,2.0,0,0,1728
8,1,1,3.0,0,0,1964
7,0,1,4.0,0,0,1344
5,0,1,0.0,0,0,1092
6,1,1,2.0,0,0,1189
4,0,1,3.0,0,0,1200
5,0,1,2.0,1,0,1040
5,0,1,1.0,1,0,1475
4,0,1,1.0,1,0,988
4,0,1,1.0,1,0,988
5,0,1,1.0,0,0,1160
6,0,1,0.0,1,0,1092
5,0,1,1.0,0,0,816
5,0,1,1.0,0,0,845
5,0,1,2.0,0,0,889
5,0,1,1.0,0,0,1836
6,0,1,2.0,0,0,1587
6,0,1,2.0,0,0,1384
6,0,1,2.0,0,0,1694
6,0,1,2.0,0,0,1714
7,0,1,2.0,0,0,1553
6,0,1,2.0,0,0,2299
7,0,1,2.0,0,0,1187
6,0,1,2.0,0,0,1642
6,0,1,2.0,0,0,1128
8,0,1,2.0,1,0,1179
8,0,1,2.0,1,0,1321
8,1,1,3.0,0,1,2541
9,1,1,3.0,0,0,2338
5,0,1,3.0,0,0,1424
9,1,1,2.0,0,1,1612
8,1,1,2.0,0,0,2234
10,1,1,3.0,1,1,2042
6,0,1,2.0,0,0,1284
7,0,1,2.0,0,0,1479
7,0,1,2.0,0,0,1664
7,0,1,2.0,0,0,1930
6,0,1,2.0,0,0,1177
6,0,1,2.0,0,0,1353
6,0,1,2.0,0,0,1220
7,0,1,2.0,0,0,1324
6,0,1,2.0,0,0,1877
5,0,1,2.0,0,0,1422
5,0,1,1.0,0,1,914
4,0,1,1.0,0,0,914
6,0,1,2.0,0,0,1337
6,0,1,2.0,0,0,1337
