OverallQual,BsmtQual_Ex,LandSlope_Gtl,GarageCars,Exterior2nd_CmentBd,KitchenQual_Ex,GrLivArea
6,0,1,1,0,0,1392
5,0,1,1,0,0,1113
4,0,1,1,0,0,1324
6,0,1,2,0,0,1839
6,0,1,1,0,0,1080
5,0,1,2,0,0,1466
5,0,1,1,0,0,1352
7,0,1,2,0,0,1557
7,0,1,2,0,0,1986
6,0,1,2,0,0,1400
5,0,1,2,0,0,910
9,1,1,3,1,1,1698
8,0,1,2,1,1,1652
7,0,1,2,0,0,1392
8,0,1,2,0,0,2263
6,0,1,2,0,0,1575
8,1,1,3,0,1,2576
5,0,1,2,0,0,1838
6,0,1,2,0,0,1026
6,0,1,2,0,0,1261
5,0,1,0,0,0,1184
6,0,1,2,0,0,1679
5,0,1,1,0,0,1056
8,0,1,3,0,0,1973
5,0,1,4,0,0,2634
5,0,1,2,0,0,2320
6,0,1,1,0,0,1469
7,0,1,2,0,0,1886
10,1,1,3,0,1,4316
6,0,1,2,0,0,1732
6,0,1,2,0,0,1888
5,0,1,2,0,0,1432
5,0,1,2,0,0,1466
7,0,1,2,0,0,1456
4,0,1,1,0,0,1100
6,0,1,2,0,0,1680
4,0,1,1,0,0,901
5,0,1,1,1,0,1475
6,0,1,2,0,0,1786
6,0,1,1,0,0,987
5,0,1,1,0,0,900
7,0,1,2,0,0,1709
7,0,1,2,0,0,1836
5,0,1,1,0,0,874
6,0,1,3,0,0,1034
5,0,1,3,0,0,1416
7,0,1,2,0,0,2167
3,0,0,0,0,0,774
7,1,1,2,0,0,1710
4,0,1,2,0,0,864
4,0,1,2,0,0,1196
2,0,1,1,0,0,480
5,0,1,2,0,0,1385
6,0,1,2,0,0,1523
6,0,1,2,0,0,1395
4,0,1,1,1,0,630
5,0,1,2,0,0,1464
5,0,1,1,0,0,1348
5,0,1,1,0,0,1128
7,0,1,2,0,0,1894
5,0,0,2,0,0,1582
8,1,1,3,0,1,1932
6,0,1,2,0,0,1960
6,0,1,1,0,0,1092
6,0,1,1,0,0,1302
5,0,1,1,0,0,912
7,0,1,2,0,0,1200
7,0,1,2,0,0,1242
5,0,1,1,0,0,1159
5,0,1,1,0,0,1131
5,0,1,1,0,0,778
9,0,1,2,0,1,1506
7,0,1,3,0,0,2183
6,0,1,2,0,0,1334
7,0,1,3,0,0,3222
5,0,1,2,0,0,1028
8,0,1,2,0,0,1419
6,0,1,2,0,0,1651
7,0,1,2,0,0,1804
8,0,1,2,0,1,1288
6,0,1,2,0,0,2073
6,0,1,2,0,0,2291
4,0,1,1,1,0,1092
6,0,1,1,0,0,972
6,0,1,2,0,0,1796
5,0,1,1,0,0,1456
6,0,1,2,0,0,1252
6,0,1,2,0,0,1721
7,1,1,2,0,0,1352
7,1,1,3,0,0,1258
5,0,1,2,0,0,936
5,0,1,1,0,0,1078
5,0,1,2,0,0,990
5,0,1,1,0,0,1302
8,0,1,2,0,0,2898
7,0,1,3,0,0,1865
4,0,1,2,0,0,960
7,0,1,2,0,0,1661
5,0,1,2,0,0,968
5,0,1,3,0,0,1584
7,0,1,2,0,0,1378
8,1,1,2,0,0,1234
6,0,1,2,0,0,1456
5,0,1,1,0,0,1057
5,0,1,1,0,0,1060
4,0,1,1,0,0,520
8,1,1,3,0,1,1713
7,0,1,2,0,0,1829
5,0,1,0,0,0,974
6,0,1,2,0,0,1525
6,0,1,1,0,0,1489
8,0,1,3,0,0,1464
5,0,1,2,0,0,764
6,0,1,2,0,0,958
7,0,1,1,0,0,1740
5,0,1,1,0,0,971
6,0,1,2,0,0,1003
7,0,1,2,0,0,1895
7,0,1,2,0,0,1716
7,0,1,2,0,0,1935
6,0,1,1,0,0,1352
8,1,1,2,0,0,1992
6,0,1,2,0,0,1478
8,0,1,2,0,0,2715
6,0,1,2,0,0,1316
5,0,1,1,0,0,1056
5,0,1,1,0,0,672
5,0,1,1,0,0,1041
6,0,1,2,0,0,1426
7,0,1,2,0,0,1212
4,0,1,1,0,0,1180
4,0,1,1,1,0,1092
8,0,1,3,0,1,2794
8,0,1,2,1,0,1616
5,0,1,2,0,0,1812
7,0,1,2,0,0,1949
5,0,1,0,0,0,833
7,0,1,2,0,0,2554
6,0,1,0,0,0,754
7,0,1,2,0,0,1102
5,0,1,2,0,0,1040
5,0,1,1,0,0,928
7,0,1,4,0,0,2640
5,0,0,1,0,1,2008
7,0,1,2,0,0,1200
8,0,1,2,0,0,2524
5,0,1,2,0,0,1086
8,0,1,3,0,0,2520
9,1,1,3,0,1,1838
5,0,1,2,0,0,1320
6,0,1,2,0,0,1285
5,0,1,1,0,0,833
5,0,1,1,0,0,1077
5,0,1,0,0,0,1792
8,0,1,3,0,0,2450
4,0,1,0,0,0,990
8,0,0,2,0,0,2217
7,0,1,2,0,0,1479
4,0,1,2,0,0,1981
5,0,0,3,0,0,1572
5,0,1,2,0,0,2240
5,0,1,1,0,0,892
7,0,1,2,0,0,1316
7,0,1,2,0,0,1668
5,0,1,0,0,0,1124
7,0,1,2,0,0,2223
5,0,1,1,0,0,1768
7,0,1,1,0,0,1646
7,0,1,2,0,0,1391
4,0,1,2,0,0,1363
7,0,1,2,0,0,1422
5,1,1,2,0,0,1090
4,0,1,2,0,0,1220
8,0,1,2,1,0,2466
5,0,1,1,0,0,965
6,0,1,2,0,0,1208
6,0,1,2,0,0,1394
6,0,1,1,0,0,1635
6,0,1,2,0,0,2654
5,0,1,1,0,0,789
8,0,1,2,0,0,1456
5,0,1,2,0,0,1432
5,0,0,2,0,0,1040
7,0,1,2,0,0,1358
7,0,1,2,0,0,1959
6,0,1,2,0,0,1674
5,0,1,0,0,0,866
5,0,1,2,0,0,1701
5,0,1,0,0,0,1928
5,0,1,0,0,1,3086
6,0,1,2,0,0,1552
7,0,1,2,0,0,2094
7,0,1,2,0,0,2514
8,1,0,2,1,0,1652
6,0,1,1,0,0,1068
6,0,1,2,0,0,996
5,0,1,1,0,0,928
6,0,1,2,0,0,1689
4,0,1,1,1,0,1092
5,0,1,2,0,0,1632
3,0,1,3,0,0,894
5,0,1,1,0,0,1360
8,1,1,2,0,1,1518
6,0,1,2,0,0,1116
6,0,1,1,0,0,1253
5,0,1,0,0,0,1355
9,1,1,3,1,0,1828
5,0,1,2,0,0,1152
9,1,1,3,0,1,1620
4,0,1,1,0,0,672
6,0,1,2,0,0,1196
6,0,1,2,0,0,2108
4,0,1,2,0,0,1620
6,0,1,2,0,0,848
6,0,1,1,0,0,1412
10,1,1,3,0,1,2076
9,0,1,3,0,1,2643
6,0,1,0,1,0,1218
8,0,1,3,0,0,2526
8,0,1,3,0,0,1600
5,0,1,1,0,0,935
8,1,1,2,0,0,2622
5,0,1,1,0,0,1505
8,1,1,2,0,0,1296
6,0,1,2,0,0,1262
7,0,1,2,0,0,2263
7,0,1,2,0,0,2329
5,0,0,1,0,0,1526
5,0,1,2,0,0,1712
6,0,1,2,0,0,1103
10,0,1,2,0,0,2775
9,1,1,2,0,1,1869
7,1,1,2,0,0,2021
7,0,1,2,0,0,1717
4,0,1,1,0,0,951
4,0,1,0,0,0,720
5,0,1,1,0,0,1728
9,1,1,3,0,0,1842
7,0,1,2,0,0,1145
7,0,1,1,0,0,1690
5,0,1,3,0,0,2002
5,0,1,2,0,0,2414
8,0,0,3,0,1,3279
6,0,1,1,0,0,1608
5,0,1,1,0,0,1144
7,0,1,2,0,0,1496
5,0,1,1,0,0,1344
6,0,1,2,0,0,2119
9,1,1,2,0,0,1709
7,0,1,2,0,0,1320
6,0,1,2,0,0,1657
5,0,1,1,0,0,886
8,0,1,3,0,1,1567
5,0,0,0,0,0,1040
7,0,1,2,0,0,1501
6,0,1,1,0,0,932
5,0,1,1,0,0,923
8,1,1,3,0,0,1694
6,0,1,2,0,0,1494
5,0,1,2,0,0,816
6,0,1,2,0,0,1350
6,0,1,2,0,0,1686
6,0,1,2,0,0,1392
8,0,1,2,0,0,1668
6,0,1,2,0,0,1375
5,0,1,1,0,0,1022
7,0,1,2,0,0,1430
