name,pages,price
Book19,350,54945.1648442
Book10,123,24638.5390636
Book21,370,53180.3686781
Book16,281,41445.5417289
Book22,395,70223.9014732
Book15,149,30100.8135315
Book20,235,39769.9279022
Book41,206,32166.4112249
Book3,307,49238.3934995
Book9,203,34102.2824527
Book5,366,49805.5522704
Book27,433,60321.6910798
Book34,99,21474.3609203
Book38,98,21493.7381248
Book6,253,43735.5309141
Book19,406,55412.1590976
Book23,302,45017.9060468
Book7,325,46068.1258151
Book29,263,39796.4389029
Book28,224,37329.9061481
Book37,245,43852.2953506
Book13,97,21228.6499977
Book32,310,51697.1269818
Book14,107,23255.8127776
Book0,472,67765.5335786
Book23,114,23907.2796222
Book48,265,42804.3147798
Book19,106,21938.7605434
Book17,237,38509.2611738
Book26,137,26481.0635305
Book15,330,50941.98212
Book17,162,30035.8041294
Book15,157,30383.1285809
Book31,464,75786.1395653
Book7,140,26729.5097607
Book7,83,19364.9376763
Book25,239,37665.6603547
Book24,298,47869.187295
Book19,112,22733.9151109
Book36,486,69779.038331
Book0,179,31654.7503902
Book19,103,21598.3158334
Book23,235,36189.0155749
Book25,205,34146.5925101
Book26,458,64071.6259204
Book16,211,34954.2965898
Book18,351,51520.2445626
Book50,309,47971.5850798
Book36,329,48179.4363036
Book28,163,29405.8272726
Book0,200,35961.3513102
Book26,120,24477.6562596
Book6,486,62297.5422144
Book13,97,20984.7292553
Book36,103,22128.9220655
Book4,482,69722.3007975
Book21,467,66845.2030722
Book19,367,58759.4888777
Book35,432,63014.4203469
Book19,449,59899.4826804
Book18,494,84309.1999486
Book23,245,40704.4266387
Book19,287,45045.9787724
Book23,138,28835.66158
Book29,273,44845.6262176
Book16,492,49013.9969524
Book2,301,42380.2482188
Book24,441,65396.0646386
Book15,368,55914.0280989
Book22,311,51466.6177352
Book12,416,62160.4826679
Book4,455,76588.9562109
Book31,297,52238.0566974
Book23,155,28246.220232
Book15,271,47886.4866352
Book3,377,56743.1884053
Book7,350,51572.9326186
Book17,125,24103.8606353
Book18,137,27026.9922093
Book29,328,51224.4586135
Book23,499,74705.2348645
Book18,89,20228.0695395
Book14,112,23672.6516916
Book24,162,32448.8571143
Book20,340,52709.5658284
Book35,259,43319.6253216
Book34,139,26462.1038955
Book24,307,47748.2427785
Book26,180,34629.3687088
Book3,414,61564.3383739
Book4,369,50975.3470466
Book14,244,40413.8173104
Book21,364,61373.8909083
Book1,254,39275.1362411
Book32,168,31120.0802565
Book6,360,52751.1693042
Book22,259,38742.813536
Book5,314,51455.2220737
Book18,203,36082.5318111
Book15,173,33499.6684784
Book30,170,30774.8153474
Book17,380,63172.8595913
Book21,489,72562.6190629
Book16,413,54906.6342507
Book20,381,58301.9493856
Book32,451,61719.1021421
Book1,401,56161.9158473
Book7,313,43372.0262167
Book37,124,25040.8349117
Book28,211,34201.6548789
Book16,453,62622.3374721
Book18,420,56220.194023
Book12,142,29622.8340882
Book20,87,19936.0037061
Book8,316,51579.7920257
Book19,107,22667.1623429
Book12,498,70251.445719
Book19,382,56248.6228385
Book22,452,64244.9236454
Book21,168,30572.0395679
Book40,457,62316.0590825
Book20,454,70509.9394156
Book34,410,69190.2533007
Book19,415,54142.7903285
Book13,178,34018.1454214
Book31,97,21592.019971
Book3,408,64402.1598717
Book24,200,36571.2507088
Book20,316,44017.9223311
Book17,110,22670.6230729
Book4,462,65227.865209
Book23,467,76035.669601
Book13,188,30583.0874311
Book9,302,44919.3619634
Book47,293,47022.4818981
Book8,432,57747.4863236
Book15,88,20054.8913256
Book31,209,37773.902374
Book20,488,67801.8519173
Book17,290,41056.8661984
Book11,225,34026.0230332
Book17,292,44225.1856838
Book29,302,49496.2784047
Book19,183,31132.0287438
Book16,336,53210.1959031
Book2,242,43406.0750432
Book28,291,50923.5327378
Book36,82,19278.7208416
Book34,226,37888.942128
Book20,266,43449.6305454
Book16,254,35556.5537537
Book24,119,23600.6656037
Book19,237,41726.6090456
Book11,334,59334.4891444
Book36,192,33976.598018
Book24,109,22470.298988
Book22,357,50893.8049308
Book17,278,46656.2206385
Book41,80,19000.0
Book43,348,49203.8948886
Book40,217,37250.8436723
Book11,263,48569.5593452
Book15,217,36601.5575278
Book18,256,42017.4889095
Book19,272,42222.8111581
Book22,230,37517.0612096
Book25,454,74016.6785225
Book4,129,25597.613129
Book4,489,71950.2398966
Book31,304,50787.9996347
Book18,160,28311.3553741
Book7,215,36704.5467142
Book5,291,48297.3704936
Book19,323,48293.3430707
Book17,333,49973.2434663
Book19,275,37553.4001301
Book22,489,64611.9676342
Book21,314,42584.7719578
Book1,306,49725.6620528
Book10,305,49245.2299888
Book39,331,51692.1252404
Book2,239,38103.9553715
Book25,460,58796.4411643
Book14,132,26683.6864289
Book23,302,48218.016025
Book24,383,57761.8089787
Book19,105,21872.620215
Book39,122,25652.9579394
Book11,312,49390.6363937
Book15,153,28843.3850019
Book25,357,58384.9627755
Book24,304,45954.9370693
Book34,342,48010.7440572
Book13,211,34150.5779353
Book2,285,39808.6565283
Book19,426,61889.1135361
Book13,358,51247.1375525
Book6,343,54973.6482897
Book32,195,32104.0234662
Book7,251,38777.942317
Book37,268,43346.4161258
Book19,145,26391.9540277
Book26,182,31974.1964471
Book20,329,53398.8371964
Book28,295,41631.0532524
Book16,481,71386.6386969
Book32,447,68967.6422464
Book24,472,73533.6109023
Book21,498,68037.7941632
Book4,115,22750.6978007
Book0,97,21243.5442638
Book17,397,58320.6835916
Book25,214,35578.5236934
Book7,294,45329.9028873
Book4,283,45824.3206767
Book7,251,42799.7002805
Book28,312,50498.0396757
Book26,248,36358.1784025
Book24,151,25803.0217606
Book18,151,29897.7793111
Book16,377,55383.0740237
Book20,215,40621.9054377
Book6,195,36669.7436116
Book8,456,72806.1061707
Book14,140,25552.0949998
Book25,226,35631.5545256
Book12,223,38295.0136371
Book41,100,22007.6200949
Book4,392,68484.8288568
Book27,438,74304.9961469
Book11,439,67342.4153487
Book26,233,40547.4835029
Book48,250,43934.821003
Book19,297,45651.855765
Book16,108,22221.2800692
Book22,134,26662.480724
Book22,396,62110.3589578
Book9,140,27113.7618222
Book2,341,55936.2248604
Book24,289,47780.2901839
Book31,306,49546.1699529
Book9,289,43566.2996101
Book4,370,57367.7096867
Book3,211,34329.0992746
Book33,300,52194.6823884
Book29,331,53974.4395482
Book27,461,74649.8354249
Book13,257,43599.2193819
Book19,293,44580.3597624
Book23,471,61233.7711795
Book0,183,31638.9895873
Book22,264,38225.8660894
Book23,369,62743.0100766
Book20,472,71146.7820178
Book18,407,70150.2875628
Book7,204,37792.267951
Book1,103,21491.5616962
Book30,334,50711.1444574
Book30,260,45752.2459969
Book13,142,26337.195383
Book22,246,44144.4099846
Book28,164,28967.9394198
Book23,440,60421.362225
Book18,205,34363.2351977
Book30,411,57086.0635256
Book3,411,61864.937324
Book16,390,70272.8688227
Book2,88,20055.8265253
Book26,252,40185.1107811
Book26,332,48892.3947513
Book2,391,57105.9191622
Book0,199,35147.3259251
Book33,367,43508.5980027
Book13,336,48573.1436336
Book7,196,35891.7234545
Book25,343,49425.2545977
Book20,341,49588.5018306
Book23,138,26650.2375416
Book30,480,52262.2800999
Book21,105,22693.811073
Book9,356,60794.4599665
Book28,432,69378.0130331
Book0,380,53634.3627382
Book28,127,24538.5429873
Book24,197,34349.1378557
Book22,292,46740.0562038
Book7,369,55434.8035338
Book18,265,45174.420637
Book27,132,25746.6175519
Book4,190,31776.7209449
Book10,154,29843.4922019
Book30,402,62709.3718423
Book17,142,28218.3798898
Book29,419,70651.7992384
Book20,138,25220.7004329
Book13,269,48764.5745949
Book18,322,50634.3979662
Book11,260,42959.7396569
Book23,291,40479.5568221
Book29,317,49073.2320159
Book6,417,64689.3877685
Book30,286,46179.578692
Book7,117,24646.5358463
Book2,227,38640.2506899
Book22,456,73422.9302738
Book10,401,69721.1588451
Book8,334,50824.8394745
Book28,139,26122.7156132
Book20,418,72445.9187714
Book20,300,44283.7994011
Book2,307,47780.7865956
Book12,366,56000.3047276
Book29,262,44545.8452269
Book27,338,51822.1699213
Book18,123,23671.0392384
Book49,394,59873.1171868
Book26,470,78241.8599863
Book16,401,56137.2084048
Book9,294,48553.5334832
Book16,315,50603.9330251
Book23,460,64927.7688036
Book32,446,66293.4815319
Book34,105,22833.5270808
Book19,200,38461.4458462
Book35,338,63208.5927447
Book28,405,63693.1676456
Book3,458,73383.838855
Book16,171,31907.8287225
Book26,86,19733.4838641
Book9,247,43256.193773
Book29,263,39223.0186739
Book3,122,25346.9952679
Book26,246,43830.0389581
Book14,115,24309.3097698
Book0,406,62802.9914747
Book24,205,37052.685816
Book27,265,44199.2440994
Book12,246,41207.3559428
Book20,405,60539.115025
Book13,432,69823.5850998
Book30,429,71170.2271281
Book5,340,54338.4553843
Book16,410,67754.8780777
Book24,165,28499.1789926
Book36,290,46086.830249
Book30,226,40358.9040506
Book25,385,50272.1885596
Book9,111,23676.9750275
Book35,303,46145.7521014
Book40,373,59461.1086703
Book31,316,50601.1758498
Book11,255,42605.6170379
Book16,424,59627.6675292
Book4,127,25796.4170873
Book26,311,49019.6172732
Book26,120,24249.2376155
Book14,261,39395.849248
Book34,304,50096.8744639
Book20,226,36499.6328948
Book45,356,50394.6931534
Book21,299,53206.8429812
Book2,423,63373.4454476
Book19,310,47770.8887471
Book4,163,29993.2895141
Book26,90,20067.1703693
Book28,471,61880.723634
Book13,421,61153.8328614
Book39,265,35984.4587522
Book30,163,30201.7645345
Book4,262,45005.8987316
Book3,304,40276.552903
Book2,352,58033.776645
Book24,490,76022.2116796
Book6,486,91069.613169
Book16,156,29345.805671
Book16,295,43807.8016498
Book35,200,35290.6694948
Book4,447,57855.7585931
Book20,466,67461.4324273
Book24,362,56233.210017
Book24,366,64008.5251695
Book22,231,39051.2975275
Book22,205,36337.187642
Book40,111,24697.9692434
Book29,240,43302.0566916
Book28,199,33295.3809541
Book21,255,41550.0400147
Book25,471,64799.8666733
Book17,357,46578.237895
Book22,339,49562.9582483
Book32,246,44791.3387568
Book3,455,81717.1154165
Book28,231,38614.3549111
Book27,323,53505.162274
Book22,294,42617.6132374
Book28,338,52470.495687
Book14,116,24112.3453618
Book41,243,35734.0185166
Book35,199,37002.5515641
Book28,404,62084.2654976
Book28,154,27780.6341562
Book12,301,47429.9049661
Book50,296,57263.0080407
Book31,187,33985.8213431
Book25,370,57532.20942
Book31,451,62905.3978394
Book23,383,68290.0663153
Book10,207,38037.2280121
Book28,303,48292.8711673
Book26,449,60856.0619529
Book8,413,62558.2853356
Book32,202,35411.0363399
Book20,166,29087.9854038
Book1,152,30035.5885835
Book14,292,44937.75599
Book34,126,23100.0725655
Book7,89,20227.4137553
Book27,480,82714.816466
Book18,328,40875.955918
Book27,428,69637.6200846
Book20,468,71600.2097805
Book14,436,65848.3231321
Book34,93,20348.9089369
Book11,227,35096.6123843
Book26,252,39180.014884
Book20,176,29830.3810687
Book10,482,65578.6041942
Book33,343,58337.983089
Book5,256,43123.7762421
Book36,249,38507.898422
Book9,260,34253.0686714
Book1,136,26066.7202411
Book30,172,27353.6682949
Book10,339,50186.298342
Book24,275,45232.8003068
Book24,220,35596.2041959
Book23,398,56241.1408733
Book3,317,53330.872085
Book14,322,54676.0867447
Book41,465,70501.859044
Book14,305,46030.5464053
Book9,491,66175.0265546
Book12,339,62282.0246174
Book16,380,52556.9909619
Book9,452,60549.5947586
Book34,355,61684.8193568
Book5,457,66458.4731968
Book25,90,20302.1292409
Book27,488,71457.0349352
Book11,408,56675.1848382
Book18,418,71792.6964541
Book32,196,33063.9658692
Book20,415,57695.6879312
Book10,139,24655.8511293
Book7,175,28665.9271861
Book24,446,59826.5306505
Book17,381,58881.1732092
Book49,131,24830.090057
Book13,240,40008.3134
Book19,144,27086.9206057
Book3,144,27411.1190702
Book7,358,52852.1701083
Book27,360,50323.1817877
Book36,135,26705.0940019
Book43,216,32758.5875055
Book2,252,44622.7962026
Book35,352,50346.5078961
Book15,178,29225.4724371
Book0,198,32712.0754763
Book16,399,66744.3458157
Book13,149,29621.8805087
Book21,292,43536.605059
Book20,188,33832.3242513
Book24,371,54336.0973992
Book23,202,34906.2958625
Book21,100,21188.7381532
Book22,207,33485.1765274
Book10,387,51292.4672644
Book29,400,59588.3615711
Book11,459,55169.1746722
Book19,287,43254.3671181
Book13,475,65700.6877692
Book21,265,42409.3987382
Book37,464,65819.0465228
Book16,254,41787.460781
Book14,124,25420.37999
Book20,288,45948.2964154
Book12,300,48120.963824
Book35,299,55637.8288446
Book15,356,58978.6101666
Book18,330,56993.1202781
Book28,102,21884.8402857
Book9,366,53687.6394676
Book18,227,40020.9517837
Book16,289,51713.9499671
Book13,88,20032.8612539
Book13,273,39531.9575544
Book14,420,69983.0804615
Book44,266,40000.9184142
Book11,372,58136.6540185
Book29,266,46728.2472211
Book9,378,57826.6683909
Book12,396,61188.7989259
Book24,156,27109.1613022
Book24,273,45238.578013
Book11,188,32060.8526953
Book3,270,45482.3139923
Book18,152,27571.658309
Book7,227,35835.3678457
Book14,343,49083.6714554
Book16,448,69801.1790689
Book21,244,43903.0264537
Book30,189,36604.4398664
Book23,381,55936.1153374
Book16,427,72676.5670294
Book16,187,28501.8476739
Book24,382,54496.3427924
Book24,272,45144.2657506
Book12,404,61891.380586
Book8,410,48098.902547
Book21,370,61999.0923045
Book43,301,46577.2916578
Book1,392,58509.1398178
Book37,360,53569.7580796
Book15,273,40648.3062123
Book21,383,58468.6794228
Book36,269,44955.4264148
Book14,408,56092.0270661
Book10,260,41805.7655288
Book12,300,52346.8506615
Book22,276,47169.6789483
Book21,273,41399.5487772
Book6,357,57382.1517542
Book22,222,39604.2952532
Book33,407,60531.1290149
Book18,396,70834.4447154
Book26,111,23494.2624833
Book29,430,64768.2222563
Book7,290,40267.7847426
Book26,299,51228.6075782
Book14,349,56999.4095404
Book13,337,56957.7593855
Book7,343,59188.8903829
Book21,204,34853.2401633
Book10,412,64535.0482696
Book22,284,43150.314747
Book25,223,37699.8521003
Book22,481,61562.7261982
Book41,311,48908.7572224
Book3,419,67691.4042191
Book39,136,25860.0880802
Book26,116,23472.6279928
Book19,151,25999.1149717
Book11,336,56460.3943889
Book11,291,47976.7868371
Book21,296,42669.8918339
Book18,321,50740.5868222
Book25,106,22549.919445
Book20,323,51985.0783292
Book36,466,77969.8399823
Book17,395,60615.1692111
Book4,469,77367.9045123
Book30,400,57837.1728682
Book13,88,19947.653555
Book28,498,60210.9239137
Book25,139,25356.3373175
Book3,427,62636.3697777
Book31,296,51404.6937198
Book1,209,34827.2784263
Book26,226,39939.1227027
Book13,275,47843.6647104
Book28,332,52943.6224174
Book18,282,43747.3020976
Book32,159,29823.3254109
Book22,352,52012.5712905
Book27,135,25070.7424765
Book7,458,55144.1870263
Book34,263,45058.0393463
Book17,404,64663.8351785
Book16,275,45030.8376342
Book15,183,32907.3118102
Book21,219,38726.8786999
Book5,323,49777.8838453
Book28,128,24258.0739163
Book26,364,50228.1099857
Book21,318,50354.5065274
Book43,223,37516.5702543
Book8,184,31307.1318158
Book19,182,33659.0154915
Book23,360,53517.2279172
Book19,347,43452.3372293
Book13,246,42070.3258966
Book35,208,35095.9268222
Book32,258,38146.3242898
Book7,350,54298.1868063
Book29,140,26761.2578122
Book34,421,64450.1268513
Book19,287,47954.4186536
Book26,430,66542.9362366
Book13,85,19703.0598639
Book8,374,58264.1486678
Book32,167,33904.0372755
Book1,304,47548.8422492
Book9,156,28330.9794142
Book42,476,69078.0154562
Book28,193,32393.3753841
Book15,157,30526.9879176
Book5,338,55900.2277255
Book30,252,36255.9874221
Book24,438,64199.0784177
Book25,208,36293.4818053
Book20,155,27697.798968
Book32,353,55329.7720158
Book21,87,19752.8646219
Book51,350,56704.5373245
Book16,401,57833.4045491
Book15,327,49335.7514114
Book11,273,43390.7341255
Book16,245,41121.8215291
Book14,133,24546.8530268
Book27,313,51848.7772511
Book41,474,66305.7785777
Book42,111,24204.3079465
Book10,327,51053.0969657
Book6,356,57663.9794916
Book20,83,19352.5092964
Book36,144,28334.5794329
Book37,319,51696.9941754
Book6,169,29103.7314562
Book27,306,54656.241827
Book10,223,34813.2391348
Book2,84,19467.1745004
Book34,483,64355.9521259
Book20,133,25129.3910297
Book21,210,35714.4868859
Book22,131,25076.88446
Book30,316,46416.5929754
Book23,229,39558.1692719
Book25,220,39785.5042329
Book21,112,22828.5925147
Book22,301,51852.8377475
Book15,345,55135.3944716
Book24,395,69216.2410478
Book35,148,27110.2147281
Book10,248,41032.3532125
Book25,477,68692.8611827
Book26,475,79225.1294162
Book13,324,50945.7093923
Book29,487,78885.6255924
Book26,330,52299.3032851
Book33,300,50082.7296644
Book23,205,31818.6967184
Book17,477,73387.1151296
Book26,154,27562.0481948
Book13,267,42297.6208809
Book6,321,48512.6545002
Book20,384,52994.4577551
Book17,497,73222.3688578
Book33,185,33210.4628577
Book13,330,52278.8471549
Book32,151,29353.6649216
Book16,443,75580.4970544
Book3,95,20795.5460679
Book37,206,32246.4426928
Book34,491,66973.7952011
Book13,487,65277.6680749
Book2,230,35677.8192334
Book25,402,59408.216721
Book29,273,41864.7671076
Book28,256,49398.1831239
Book25,387,62195.1503024
Book27,146,27773.7962715
Book21,116,23537.4721941
Book26,342,62054.3395108
Book13,288,48288.6697349
Book18,180,31924.1577703
Book30,330,51559.8636849
Book12,349,50944.9662538
Book33,420,62986.8751407
Book25,355,51535.5235035
Book25,411,59777.2599176
Book11,353,53214.6518798
Book33,291,50946.7553409
Book13,131,26003.578832
Book25,396,51249.2624394
Book23,467,73607.1993764
Book15,375,62310.3513647
Book13,244,43161.811976
Book26,368,51699.9575985
Book32,221,35708.1942067
Book6,284,49599.4324625
Book5,489,74035.3610782
Book6,491,70226.8689388
Book16,222,33469.6977499
Book13,329,52337.2978721
Book17,384,58641.0020725
Book20,183,32326.7690161
Book14,244,39865.6171321
Book2,183,30240.1092589
Book34,434,72100.1128846
Book16,318,49851.510062
Book7,170,30131.2466988
Book26,240,39534.5116434
Book6,306,47223.8258266
Book12,427,74294.5465585
Book1,95,20870.1007399
Book33,84,19480.0663318
Book7,155,28863.4347695
Book42,193,34285.8759917
Book40,286,48606.8804048
Book23,164,29210.508072
Book15,451,73807.2819104
Book20,360,58896.7710525
Book6,88,20035.8005334
Book17,447,52129.0453566
Book28,207,33660.9751752
Book23,397,60663.886806
Book32,407,54054.251249
Book25,364,60662.5391927
Book5,344,56475.2199491
Book8,257,40830.4485152
Book19,195,32529.7187322
Book27,296,53103.1707153
Book3,277,49321.2996344
Book27,462,61586.0162587
Book14,231,42727.8436701
Book2,146,27004.9781324
Book10,487,85299.6019277
Book16,257,41554.1030988
Book23,247,35910.2181627
Book23,376,54627.8941432
Book9,457,76000.0800625
Book2,441,64557.208504
Book27,408,65129.9649047
Book34,267,43695.2527681
Book20,301,50935.1491269
Book18,251,45650.1182373
Book17,106,22298.7659496
Book32,210,38161.7918275
Book20,419,57944.9347586
Book18,387,63997.4293233
Book27,412,69824.0145286
Book27,159,26691.2328028
Book43,328,56368.0619616
Book18,358,52139.1137625
Book13,132,26683.5442974
Book1,348,52291.7733358
Book15,90,20181.0339459
Book14,370,57381.4789582
Book36,279,48284.9804226
Book33,467,65770.8051909
Book20,133,27127.8925296
Book31,223,37628.6406393
Book8,403,62081.4955346
Book10,200,31702.5040451
Book29,178,31751.3093013
Book11,239,37833.988131
Book42,363,49678.077723
Book19,219,36050.339014
Book11,142,26573.9629217
Book14,218,37008.9513172
Book30,368,52741.3749384
Book14,397,58209.9214631
Book7,94,20791.7417943
Book11,430,67258.7564301
Book21,96,20724.1382576
Book4,279,40553.6087441
Book18,472,78829.9438152
Book17,294,42725.3677969
Book26,260,33235.128086
Book22,213,31702.7951815
Book25,265,44316.7486374
Book19,255,34173.1351321
Book26,419,54341.2037616
Book14,175,31851.8213058
Book22,351,51585.0439495
Book32,381,62698.2313365
Book9,455,78394.6476379
Book22,327,45980.379371
Book16,414,50060.1396178
Book27,467,78647.1871183
Book12,431,72655.3351729
Book28,242,40327.1914573
Book34,304,47959.4477051
Book36,221,40858.5204182
Book30,361,50818.0134786
Book25,91,20279.201357
Book14,140,26700.7952829
Book18,494,83980.7909405
Book23,195,33327.1908593
Book14,311,46026.8257976
Book2,159,30549.105371
Book9,313,48121.5298945
Book37,128,25382.2144609
Book19,417,72640.2045021
Book8,410,70687.1853793
Book22,226,39230.0704391
Book35,170,27809.9676519
Book31,154,26952.2870733
Book19,294,49870.9370675
Book12,454,77022.6308056
Book2,137,26174.3777355
Book8,284,50529.1441878
Book18,114,23801.2479879
Book19,497,73682.6251468
Book22,214,35079.288122
Book23,232,39608.691036
Book27,186,32952.0358689
Book39,490,72822.3050334
Book8,353,58374.4995228
Book14,448,73038.3704353
Book18,331,52756.2617273
Book17,380,64756.9323412
Book8,253,37796.3427812
Book34,178,32301.1834766
Book3,244,43013.261625
Book25,190,33165.9433628
Book14,453,69965.8323388
Book17,488,81851.997432
Book33,350,55381.1749771
Book7,361,57569.1015382
Book3,350,49918.3696285
Book10,381,67191.3597053
Book33,355,49754.6621566
Book41,277,44766.2057503
Book19,93,20417.0902324
Book27,168,31975.8581321
Book24,209,32710.3947759
Book29,160,29238.8757312
Book6,388,55427.9420315
Book18,119,24622.6818875
Book15,221,34486.2622657
Book16,401,51673.855775
Book4,361,61645.8762395
Book12,153,27795.681032
Book27,375,48000.6188096
Book24,321,48190.6435579
Book37,283,47716.335349
Book33,191,33025.1950812
Book6,221,39052.708988
Book10,109,22464.4010438
Book13,250,40393.318072
Book17,356,61521.084839
Book15,391,53899.4324215
Book13,257,42478.460025
Book23,325,50779.4294414
Book9,291,40143.8277481
Book17,319,47915.2639755
Book6,370,55356.1714022
Book6,409,65175.7370648
Book27,89,20410.5714612
Book18,463,68903.647443
Book21,281,44353.0376134
Book25,429,68967.3792244
Book40,472,71817.4970919
Book19,266,44385.4754208
Book8,173,30602.9920569
Book45,388,53111.3409017
Book29,273,42717.8778963
Book16,226,35878.7751066
Book27,384,53558.4077255
Book20,305,50739.0627267
Book21,96,21282.684482
Book28,205,35087.2161627
Book17,286,52685.8586983
Book0,444,59382.2274841
Book28,384,61657.9589789
Book19,318,51915.2781438
Book18,98,21764.6475178
Book38,238,39293.1039879
Book9,359,59632.1539877
Book36,220,40858.4505534
Book27,134,26408.7715427
Book0,197,35612.7489695
Book14,182,32277.1017329
Book20,315,45925.6253406
Book28,181,32139.6348287
Book33,145,29395.5870182
Book13,382,64266.2402795
Book13,280,41287.7331562
Book18,444,72197.971076
Book0,370,57701.5817059
Book20,348,53444.2379139
Book12,390,53261.9290832
Book12,343,51387.570611
Book12,213,38645.2162735
Book15,166,30313.6457899
Book10,459,60783.1278759
Book13,214,38069.8727594
Book19,346,50169.8257915
Book12,147,27080.9153343
Book23,492,68277.6539598
Book10,217,35029.7546237
Book11,362,59170.7275598
Book30,216,39191.1605505
Book14,214,36520.873989
Book0,329,45861.7176037
Book17,274,43046.176508
Book17,392,59109.3267883
Book30,283,42854.336343
Book17,292,43914.6599367
Book17,171,29060.7886248
Book28,343,53929.7699986
Book20,267,45994.2979786
Book2,449,62245.2362309
Book26,196,35779.9134632
Book32,331,46243.3465401
Book23,399,52613.1553978
Book26,124,25086.7222085
Book20,436,66763.2199778
Book31,275,39148.3330422
Book15,114,23725.9446336
Book29,133,26369.5202452
Book7,187,30642.1103217
Book27,493,82141.9813102
Book14,199,32798.0338017
Book18,119,24150.1481548
Book28,308,56648.0551787
Book33,158,27811.7350257
Book17,110,22866.18153
Book16,364,58520.2402415
Book16,380,64993.7782208
Book19,462,54364.8212808
Book13,180,32169.2031312
Book14,399,58501.0023616
Book15,116,23544.5457312
Book30,196,31245.4869839
Book18,164,27231.8810297
Book33,208,34011.8540247
Book23,378,55381.3876156
Book39,147,27801.599253
Book22,268,50014.6350524
Book8,362,56382.5690232
Book29,242,38229.5330815
Book32,209,32994.2089632
Book19,389,63800.6884425
Book22,308,44537.7703448
Book1,148,27711.2086381
Book3,378,57669.1970127
Book11,409,52047.8310785
Book6,190,32896.7416097
Book3,214,34570.987915
Book17,426,60433.4860201
Book38,479,66311.7546832
Book26,180,35218.7083522
Book2,85,19596.8713586
Book22,414,60794.4314874
Book38,487,70404.4866094
Book29,129,25922.2469093
Book22,339,52302.2273484
Book29,337,54745.3278384
Book30,399,59507.0911892
Book15,138,28219.7221075
Book7,297,45886.0834824
Book27,488,75337.377827
Book23,164,31649.9957971
Book14,91,20641.585636
Book1,454,63533.4856817
Book31,441,63192.8964458
Book21,437,69541.5836587
