,target_carbon_monoxide(t)
117,0.4644942214556886
118,0.4644942214556886
119,0.8001428111087184
120,3.4853315283329582
121,5.415310918837881
122,4.156628707639018
123,2.1427371697208386
124,0.9679671059352336
125,-0.45853940009014366
126,0.29666992662917385
127,-0.5424515475034012
128,-0.8781001371564311
129,-0.9620122845696887
130,-0.9620122845696887
131,-1.0459244319829462
132,-0.7941879897431736
133,-0.3746272526768863
134,1.1357914007617487
135,1.4714399904147786
136,2.8140343490268984
137,1.723176432654551
138,1.3036156955882634
139,1.6392642852412933
140,1.723176432654551
141,0.7162306636954613
142,0.884054958521976
143,0.884054958521976
144,1.4714399904147786
145,1.8910007274810656
146,1.1357914007617487
147,2.394473611960611
148,0.4644942214556886
149,-0.20680295785037117
150,-0.038978663023856226
151,-0.5424515475034012
152,-0.7941879897431736
153,-0.9620122845696887
154,-1.0459244319829462
155,-1.1298365793962035
156,-1.1298365793962035
157,-0.20680295785037117
158,2.058825022307581
159,3.5692436757462156
160,2.226649317134096
161,0.8001428111087184
162,0.7162306636954613
163,0.6323185162822037
164,0.6323185162822037
165,0.1288456318026587
166,1.051879253348491
167,0.6323185162822037
168,2.7301222016136406
169,5.247486624011366
170,3.904892265399246
171,3.065770791266671
172,0.884054958521976
173,0.5484063688689461
174,0.38058207404243105
175,-0.3746272526768863
176,-0.7102758423299161
177,-0.9620122845696887
178,-0.8781001371564311
179,-1.0459244319829462
180,-0.9620122845696887
181,-0.20680295785037117
182,2.226649317134096
183,4.156628707639018
184,2.394473611960611
185,0.8001428111087184
186,0.38058207404243105
187,0.38058207404243105
188,0.4644942214556886
189,0.2127577792159163
190,0.884054958521976
191,0.8001428111087184
192,1.387527843001521
193,2.9818586438534136
194,2.9818586438534136
195,1.1357914007617487
196,0.29666992662917385
197,-0.038978663023856226
198,0.1288456318026587
199,-0.12289081043711379
200,-0.7941879897431736
201,-0.9620122845696887
202,-1.0459244319829462
203,-1.1298365793962035
204,-0.9620122845696887
205,-0.2907151052636287
206,2.3105614645473533
207,3.988804412812503
208,1.9749128748943237
209,1.1357914007617487
210,0.7162306636954613
211,0.8001428111087184
212,1.051879253348491
213,1.5553521378280362
214,1.723176432654551
215,2.478385759373868
216,1.723176432654551
217,2.1427371697208386
218,1.723176432654551
219,1.8070885800678085
220,0.38058207404243105
221,0.2127577792159163
222,-0.038978663023856226
223,-0.20680295785037117
224,-0.5424515475034012
225,-0.45853940009014366
226,-0.8781001371564311
227,-0.8781001371564311
228,-0.8781001371564311
229,-0.5424515475034012
230,0.2127577792159163
231,0.4644942214556886
232,0.5484063688689461
233,0.884054958521976
234,0.4644942214556886
235,0.5484063688689461
236,0.2127577792159163
237,-0.20680295785037117
238,-0.2907151052636287
239,0.29666992662917385
240,0.4644942214556886
241,1.4714399904147786
242,1.8910007274810656
243,1.051879253348491
244,0.38058207404243105
245,0.1288456318026587
246,0.8001428111087184
247,0.29666992662917385
248,-0.20680295785037117
249,-0.20680295785037117
250,-0.3746272526768863
251,-0.6263636949166587
252,-0.9620122845696887
253,-0.8781001371564311
254,-0.5424515475034012
255,-0.2907151052636287
256,-0.20680295785037117
257,-0.12289081043711379
258,-0.038978663023856226
259,-0.038978663023856226
260,-0.3746272526768863
261,-0.12289081043711379
262,-0.038978663023856226
263,0.29666992662917385
264,1.723176432654551
265,1.387527843001521
266,2.1427371697208386
267,0.884054958521976
268,-0.038978663023856226
269,-0.038978663023856226
270,-0.12289081043711379
271,-0.3746272526768863
272,-1.0459244319829462
273,-1.213748726809461
274,-1.213748726809461
275,-1.2976608742227185
276,-1.0459244319829462
277,-0.5424515475034012
278,1.387527843001521
279,1.4714399904147786
280,-0.038978663023856226
281,-0.20680295785037117
282,0.04493348438940115
283,0.2127577792159163
284,0.29666992662917385
285,0.1288456318026587
286,0.29666992662917385
287,0.7162306636954613
288,1.8070885800678085
289,2.3105614645473533
290,2.058825022307581
291,1.219703548175006
292,0.04493348438940115
293,-0.5424515475034012
294,-0.7941879897431736
295,-0.8781001371564311
296,-0.9620122845696887
297,-1.1298365793962035
298,-1.213748726809461
299,-1.2976608742227185
300,-1.1298365793962035
301,-0.6263636949166587
302,0.9679671059352336
303,1.387527843001521
304,1.387527843001521
305,0.884054958521976
306,0.6323185162822037
307,1.3036156955882634
308,0.884054958521976
309,0.1288456318026587
310,0.1288456318026587
311,1.051879253348491
312,-0.038978663023856226
313,0.884054958521976
314,1.051879253348491
315,-0.12289081043711379
316,-0.45853940009014366
317,-0.5424515475034012
318,-0.6263636949166587
319,-0.7102758423299161
320,-0.7941879897431736
321,-1.0459244319829462
322,-1.0459244319829462
323,-1.0459244319829462
324,-0.8781001371564311
325,-0.5424515475034012
326,1.051879253348491
327,2.1427371697208386
328,1.1357914007617487
329,-0.038978663023856226
330,-0.2907151052636287
331,-0.12289081043711379
332,0.38058207404243105
333,-0.2907151052636287
334,0.5484063688689461
335,0.7162306636954613
336,0.8001428111087184
337,2.1427371697208386
338,1.3036156955882634
339,0.6323185162822037
340,-0.038978663023856226
341,-0.5424515475034012
342,-0.5424515475034012
343,-0.6263636949166587
344,-0.9620122845696887
345,-0.9620122845696887
346,-1.1298365793962035
347,-1.1298365793962035
348,-1.0459244319829462
349,-0.5424515475034012
350,0.6323185162822037
351,1.3036156955882634
352,0.38058207404243105
353,-0.2907151052636287
354,-0.45853940009014366
355,0.2127577792159163
356,-0.038978663023856226
357,-0.038978663023856226
358,0.2127577792159163
359,0.1288456318026587
360,0.884054958521976
361,3.065770791266671
362,2.1427371697208386
363,0.6323185162822037
364,-0.2907151052636287
365,-0.5424515475034012
366,-0.038978663023856226
367,-0.3746272526768863
368,-0.5424515475034012
369,-1.0459244319829462
370,-0.9620122845696887
371,-0.8781001371564311
372,-0.7941879897431736
373,-0.2907151052636287
374,1.219703548175006
375,1.6392642852412933
376,0.9679671059352336
377,0.8001428111087184
378,0.1288456318026587
379,0.2127577792159163
380,-0.038978663023856226
381,-0.45853940009014366
382,0.04493348438940115
383,0.38058207404243105
384,0.38058207404243105
385,0.5484063688689461
386,0.5484063688689461
387,-0.2907151052636287
388,-0.5424515475034012
389,-0.6263636949166587
390,-0.2907151052636287
391,-0.7941879897431736
392,-0.45853940009014366
393,-0.6263636949166587
394,-0.6263636949166587
395,-0.8781001371564311
396,-0.7941879897431736
397,-0.5424515475034012
398,-0.2907151052636287
399,-0.12289081043711379
400,0.2127577792159163
401,0.29666992662917385
402,0.1288456318026587
403,0.2127577792159163
404,0.4644942214556886
405,0.04493348438940115
406,0.29666992662917385
407,0.29666992662917385
408,0.8001428111087184
409,1.051879253348491
410,0.884054958521976
411,0.38058207404243105
412,-0.12289081043711379
413,0.2127577792159163
414,0.38058207404243105
415,0.29666992662917385
416,-0.20680295785037117
417,0.2127577792159163
418,-0.3746272526768863
419,-0.8781001371564311
420,-0.5424515475034012
421,-0.45853940009014366
422,-0.45853940009014366
423,0.1288456318026587
424,0.38058207404243105
425,0.38058207404243105
426,-0.12289081043711379
427,-0.3746272526768863
428,-0.7941879897431736
429,-0.45853940009014366
430,-0.3746272526768863
431,-0.5424515475034012
432,-0.45853940009014366
433,-0.038978663023856226
434,-0.12289081043711379
435,-0.7102758423299161
436,-0.7102758423299161
437,-0.6263636949166587
438,-0.7102758423299161
439,-1.0459244319829462
440,-1.1298365793962035
441,-0.9620122845696887
442,-1.0459244319829462
443,-0.9620122845696887
444,-0.7102758423299161
445,0.884054958521976
446,1.9749128748943237
447,-0.2907151052636287
448,-0.2907151052636287
449,-0.3746272526768863
450,-0.2907151052636287
451,-0.2907151052636287
452,-0.20680295785037117
453,-0.3746272526768863
454,-0.3746272526768863
455,-0.038978663023856226
456,0.4644942214556886
457,0.2127577792159163
458,-0.20680295785037117
459,-0.5424515475034012
460,-0.6263636949166587
461,-0.7102758423299161
462,-0.7102758423299161
463,-0.9620122845696887
464,-0.9620122845696887
465,-0.8781001371564311
466,-1.0459244319829462
467,-0.9620122845696887
468,-0.6263636949166587
469,0.7162306636954613
470,1.8070885800678085
471,2.226649317134096
472,2.1427371697208386
473,1.5553521378280362
474,1.723176432654551
475,1.4714399904147786
476,0.2127577792159163
477,-0.038978663023856226
478,-0.20680295785037117
479,0.1288456318026587
480,0.2127577792159163
481,0.5484063688689461
482,0.5484063688689461
483,-0.45853940009014366
484,-0.6263636949166587
485,-0.2907151052636287
486,-0.3746272526768863
487,-0.7102758423299161
488,-0.7941879897431736
489,-1.1298365793962035
490,-1.1298365793962035
491,-1.0459244319829462
492,-0.7102758423299161
493,1.1357914007617487
494,2.058825022307581
495,0.2127577792159163
496,-0.20680295785037117
497,-0.038978663023856226
498,0.884054958521976
499,0.2127577792159163
500,0.7162306636954613
501,1.051879253348491
502,0.38058207404243105
503,0.4644942214556886
504,0.884054958521976
505,0.6323185162822037
506,0.4644942214556886
507,-0.2907151052636287
508,-0.3746272526768863
509,-0.5424515475034012
510,-0.20680295785037117
511,-0.6263636949166587
512,-0.6263636949166587
513,-0.7941879897431736
514,-0.9620122845696887
515,-0.7941879897431736
516,-0.12289081043711379
517,2.1427371697208386
518,3.317507233506443
519,2.478385759373868
520,0.7162306636954613
521,-0.20680295785037117
522,-0.20680295785037117
523,-0.12289081043711379
524,-0.20680295785037117
525,0.04493348438940115
526,0.4644942214556886
527,1.387527843001521
528,2.1427371697208386
529,3.065770791266671
530,2.7301222016136406
531,0.6323185162822037
532,0.2127577792159163
533,0.1288456318026587
534,0.04493348438940115
535,-0.45853940009014366
536,-0.7102758423299161
537,-0.7941879897431736
538,-0.9620122845696887
539,-0.9620122845696887
540,-0.6263636949166587
541,0.6323185162822037
542,1.8070885800678085
543,2.8140343490268984
544,1.051879253348491
545,0.9679671059352336
546,0.9679671059352336
547,0.884054958521976
548,0.7162306636954613
549,0.6323185162822037
550,0.6323185162822037
551,1.387527843001521
552,2.226649317134096
553,2.478385759373868
554,2.9818586438534136
555,0.9679671059352336
556,-0.038978663023856226
557,0.38058207404243105
558,-0.12289081043711379
559,-0.5424515475034012
560,-0.5424515475034012
561,-0.7941879897431736
562,-0.8781001371564311
563,-0.8781001371564311
564,-0.7941879897431736
565,0.2127577792159163
566,0.9679671059352336
567,1.051879253348491
568,0.2127577792159163
569,0.38058207404243105
570,0.5484063688689461
571,0.04493348438940115
572,0.04493348438940115
573,0.2127577792159163
574,0.7162306636954613
575,1.051879253348491
576,1.3036156955882634
577,2.9818586438534136
578,0.8001428111087184
579,-0.12289081043711379
580,0.884054958521976
581,0.04493348438940115
582,-0.038978663023856226
583,-0.2907151052636287
584,-0.5424515475034012
585,-0.5424515475034012
586,-0.7941879897431736
587,-0.7941879897431736
588,-0.6263636949166587
589,-0.8781001371564311
590,-0.7102758423299161
591,-0.12289081043711379
592,-0.038978663023856226
593,-0.12289081043711379
594,-0.038978663023856226
595,-0.20680295785037117
596,-0.5424515475034012
597,0.1288456318026587
598,0.04493348438940115
599,-0.038978663023856226
600,-0.038978663023856226
601,0.7162306636954613
602,0.38058207404243105
603,-0.5424515475034012
604,-0.12289081043711379
605,-0.3746272526768863
606,-0.6263636949166587
607,-0.8781001371564311
608,-0.8781001371564311
609,-1.1298365793962035
610,-1.1298365793962035
611,-0.7941879897431736
612,-0.5424515475034012
613,0.6323185162822037
614,2.394473611960611
615,1.723176432654551
616,1.051879253348491
617,0.9679671059352336
618,1.3036156955882634
619,0.9679671059352336
620,0.38058207404243105
621,0.2127577792159163
622,0.04493348438940115
623,0.9679671059352336
624,1.8070885800678085
625,1.8070885800678085
626,0.9679671059352336
627,0.1288456318026587
628,-0.12289081043711379
629,-0.2907151052636287
630,-0.7102758423299161
631,-0.8781001371564311
632,-1.1298365793962035
633,-1.1298365793962035
634,-1.1298365793962035
635,-0.8781001371564311
636,-0.12289081043711379
637,2.226649317134096
638,3.904892265399246
639,1.8910007274810656
640,0.7162306636954613
641,-0.20680295785037117
642,0.7162306636954613
643,0.7162306636954613
644,0.38058207404243105
645,0.1288456318026587
646,-0.038978663023856226
647,0.5484063688689461
648,1.051879253348491
649,1.219703548175006
650,1.219703548175006
651,-0.038978663023856226
652,-0.3746272526768863
653,-0.6263636949166587
654,-0.7941879897431736
655,-0.9620122845696887
656,-1.213748726809461
657,-1.2976608742227185
658,-1.2976608742227185
659,-1.2976608742227185
660,-0.8781001371564311
661,0.9679671059352336
662,0.9679671059352336
663,0.4644942214556886
664,-0.20680295785037117
665,-0.2907151052636287
666,-0.2907151052636287
667,0.04493348438940115
668,-0.2907151052636287
669,0.1288456318026587
670,-0.5424515475034012
671,0.38058207404243105
672,1.219703548175006
673,0.884054958521976
674,1.219703548175006
675,-0.5424515475034012
676,-0.45853940009014366
677,-0.038978663023856226
678,-0.2907151052636287
679,-0.2907151052636287
680,-0.6263636949166587
681,-0.8781001371564311
682,-1.1298365793962035
683,-0.8781001371564311
684,-0.6263636949166587
685,0.5484063688689461
686,2.7301222016136406
687,1.9749128748943237
688,0.6323185162822037
689,0.4644942214556886
690,0.1288456318026587
691,0.5484063688689461
692,0.9679671059352336
693,0.4644942214556886
694,0.04493348438940115
695,1.219703548175006
696,2.3105614645473533
697,3.5692436757462156
698,2.226649317134096
699,-0.2907151052636287
700,-0.2907151052636287
701,0.2127577792159163
702,0.4644942214556886
703,-0.038978663023856226
704,-0.7102758423299161
705,-0.7102758423299161
706,-0.7102758423299161
707,-0.7941879897431736
708,-0.2907151052636287
709,0.7162306636954613
710,0.9679671059352336
711,0.8001428111087184
712,0.4644942214556886
713,0.5484063688689461
714,1.723176432654551
715,2.1427371697208386
716,0.38058207404243105
717,1.387527843001521
718,1.387527843001521
719,0.6323185162822037
720,0.8001428111087184
721,1.3036156955882634
722,0.8001428111087184
723,0.29666992662917385
724,0.4644942214556886
725,0.29666992662917385
726,-0.5424515475034012
727,-0.12289081043711379
728,-0.038978663023856226
729,-0.7102758423299161
730,-0.9620122845696887
731,-0.7102758423299161
732,-0.3746272526768863
733,-0.12289081043711379
734,0.04493348438940115
735,0.04493348438940115
736,-0.038978663023856226
737,0.1288456318026587
738,-0.12289081043711379
739,-0.3746272526768863
740,-0.3746272526768863
741,-0.3746272526768863
742,-0.2907151052636287
743,-0.20680295785037117
744,0.2127577792159163
745,0.6323185162822037
746,0.38058207404243105
747,0.04493348438940115
748,0.9679671059352336
749,0.38058207404243105
750,-0.2907151052636287
751,-0.5424515475034012
752,-0.7102758423299161
753,-0.7102758423299161
754,-0.8781001371564311
755,-0.9620122845696887
756,-0.8781001371564311
757,-0.7941879897431736
758,-0.7102758423299161
759,-0.7102758423299161
760,-0.2907151052636287
761,-0.038978663023856226
762,0.4644942214556886
763,-0.5424515475034012
764,-1.0459244319829462
765,-0.7941879897431736
766,-0.7102758423299161
767,-0.6263636949166587
768,-0.3746272526768863
769,0.04493348438940115
770,-0.7102758423299161
771,-0.5424515475034012
772,-0.6263636949166587
773,-0.6263636949166587
774,-0.9620122845696887
775,-1.0459244319829462
776,-0.9620122845696887
777,-1.0459244319829462
778,-1.2976608742227185
779,-1.2976608742227185
780,-1.213748726809461
781,-1.1298365793962035
782,-1.0459244319829462
783,-0.8781001371564311
784,-0.7102758423299161
785,-0.45853940009014366
786,-0.6263636949166587
787,-1.0459244319829462
788,-0.9620122845696887
789,-0.5424515475034012
790,-0.3746272526768863
791,-0.5424515475034012
792,-0.45853940009014366
793,-0.038978663023856226
794,-0.5424515475034012
795,-0.8781001371564311
796,-0.8781001371564311
797,-0.8781001371564311
798,-0.9620122845696887
799,-1.1298365793962035
800,-1.2976608742227185
801,-1.213748726809461
802,-1.2976608742227185
803,-0.9620122845696887
804,-0.20680295785037117
805,1.8910007274810656
806,2.226649317134096
807,0.6323185162822037
808,-0.2907151052636287
809,-0.20680295785037117
810,-0.20680295785037117
811,-0.3746272526768863
812,-0.12289081043711379
813,0.2127577792159163
814,-0.20680295785037117
815,1.051879253348491
816,2.058825022307581
817,2.897946496440156
818,1.4714399904147786
819,0.1288456318026587
820,0.1288456318026587
821,-0.3746272526768863
822,-0.7102758423299161
823,-0.8781001371564311
824,-0.9620122845696887
825,-1.213748726809461
826,-1.1298365793962035
827,-0.7941879897431736
828,-0.20680295785037117
829,1.8910007274810656
830,2.8140343490268984
831,1.8070885800678085
832,0.7162306636954613
833,0.29666992662917385
834,0.2127577792159163
835,-0.12289081043711379
836,0.5484063688689461
837,0.4644942214556886
838,-0.12289081043711379
839,0.1288456318026587
840,0.38058207404243105
841,0.5484063688689461
842,1.8070885800678085
843,0.6323185162822037
844,-0.12289081043711379
845,-0.5424515475034012
846,-0.6263636949166587
847,-0.7941879897431736
848,-0.9620122845696887
849,-1.0459244319829462
850,-1.213748726809461
851,-0.9620122845696887
852,0.04493348438940115
853,1.8910007274810656
854,1.723176432654551
855,1.723176432654551
856,1.4714399904147786
857,1.8070885800678085
858,1.5553521378280362
859,1.387527843001521
860,1.8910007274810656
861,1.051879253348491
862,0.884054958521976
863,2.8140343490268984
864,3.149682938679928
865,4.576189444705306
866,3.8209801179859886
867,2.226649317134096
868,0.6323185162822037
869,0.29666992662917385
870,0.04493348438940115
871,0.1288456318026587
872,-0.20680295785037117
873,-0.7102758423299161
874,-0.7102758423299161
875,-0.5424515475034012
876,0.04493348438940115
877,2.1427371697208386
878,2.058825022307581
879,0.4644942214556886
880,0.38058207404243105
881,0.5484063688689461
882,0.38058207404243105
883,2.058825022307581
884,2.058825022307581
885,1.8910007274810656
886,2.1427371697208386
887,3.065770791266671
888,2.7301222016136406
889,3.7370679705727308
890,3.5692436757462156
891,1.3036156955882634
892,0.8001428111087184
893,0.9679671059352336
894,0.5484063688689461
895,0.29666992662917385
896,-0.038978663023856226
897,-0.7102758423299161
898,-0.9620122845696887
899,-0.8781001371564311
900,-0.7102758423299161
901,0.04493348438940115
902,0.2127577792159163
903,-0.12289081043711379
904,-0.038978663023856226
905,-0.6263636949166587
906,-0.7102758423299161
907,-0.45853940009014366
908,-0.8781001371564311
909,-0.7102758423299161
910,-0.6263636949166587
911,-0.7102758423299161
912,-0.7102758423299161
913,-0.20680295785037117
914,-0.12289081043711379
915,-0.7102758423299161
916,-0.038978663023856226
917,0.2127577792159163
918,-0.038978663023856226
919,-0.5424515475034012
920,-0.7102758423299161
921,-0.6263636949166587
922,-0.8781001371564311
923,-1.1298365793962035
924,-1.0459244319829462
925,-1.0459244319829462
926,-0.8781001371564311
927,-0.7102758423299161
928,-0.038978663023856226
929,0.1288456318026587
930,-0.6263636949166587
931,-0.9620122845696887
932,-0.8781001371564311
933,-0.20680295785037117
934,-0.20680295785037117
935,-0.20680295785037117
936,-0.038978663023856226
937,0.5484063688689461
938,0.1288456318026587
939,0.04493348438940115
940,-0.3746272526768863
941,0.04493348438940115
942,-0.12289081043711379
943,-0.7941879897431736
944,-0.8781001371564311
945,-1.213748726809461
946,-1.0459244319829462
947,-1.0459244319829462
948,-0.20680295785037117
949,1.1357914007617487
950,1.387527843001521
951,-0.12289081043711379
952,-0.5424515475034012
953,-0.45853940009014366
954,0.1288456318026587
955,0.7162306636954613
956,0.04493348438940115
957,0.04493348438940115
958,0.4644942214556886
959,0.38058207404243105
960,-0.12289081043711379
961,-0.20680295785037117
962,-0.5424515475034012
963,-0.7941879897431736
964,-0.6263636949166587
965,-0.6263636949166587
966,-0.7941879897431736
967,-0.8781001371564311
968,-1.213748726809461
969,-1.2976608742227185
970,-1.2976608742227185
971,-1.0459244319829462
972,-0.20680295785037117
973,1.4714399904147786
974,3.149682938679928
975,1.3036156955882634
976,1.051879253348491
977,1.3036156955882634
978,0.884054958521976
979,0.9679671059352336
980,0.04493348438940115
981,-0.2907151052636287
982,0.4644942214556886
983,1.219703548175006
984,2.226649317134096
985,2.5622979067871263
986,2.1427371697208386
987,0.38058207404243105
988,-0.3746272526768863
989,0.04493348438940115
990,-0.8781001371564311
991,-0.5424515475034012
992,-0.9620122845696887
993,-0.9620122845696887
994,-1.213748726809461
995,-0.8781001371564311
996,-0.12289081043711379
997,2.6462100542003832
998,4.576189444705306
999,1.387527843001521
1000,0.9679671059352336
1001,-0.038978663023856226
1002,0.1288456318026587
1003,0.04493348438940115
1004,-0.038978663023856226
1005,-0.12289081043711379
1006,0.29666992662917385
1007,1.387527843001521
1008,3.4853315283329582
1009,3.5692436757462156
1010,2.226649317134096
1011,1.3036156955882634
1012,0.04493348438940115
1013,-0.3746272526768863
1014,-0.6263636949166587
1015,-0.7941879897431736
1016,-1.0459244319829462
1017,-1.1298365793962035
1018,-1.213748726809461
1019,-1.1298365793962035
1020,-0.6263636949166587
1021,0.5484063688689461
1022,1.6392642852412933
1023,2.5622979067871263
1024,1.5553521378280362
1025,0.4644942214556886
1026,0.4644942214556886
1027,0.1288456318026587
1028,0.04493348438940115
1029,0.9679671059352336
1030,1.1357914007617487
1031,2.3105614645473533
1032,2.6462100542003832
1033,3.5692436757462156
1034,1.9749128748943237
1035,0.7162306636954613
1036,-0.2907151052636287
1037,-0.3746272526768863
1038,-0.12289081043711379
1039,-0.5424515475034012
1040,-0.9620122845696887
1041,-1.0459244319829462
1042,-1.1298365793962035
1043,-1.0459244319829462
1044,-0.8781001371564311
1045,1.8070885800678085
1046,2.8140343490268984
1047,2.897946496440156
1048,1.3036156955882634
1049,1.387527843001521
1050,1.3036156955882634
1051,0.8001428111087184
1052,1.219703548175006
1053,2.226649317134096
1054,2.1427371697208386
1055,2.478385759373868
1056,2.3105614645473533
1057,3.233595086093186
1058,2.1427371697208386
1059,-0.12289081043711379
1060,0.2127577792159163
1061,0.2127577792159163
1062,0.7162306636954613
1063,0.7162306636954613
1064,0.04493348438940115
1065,-0.7102758423299161
1066,-0.9620122845696887
1067,-0.9620122845696887
1068,-0.7941879897431736
1069,-0.2907151052636287
1070,0.4644942214556886
1071,0.9679671059352336
1072,0.5484063688689461
1073,0.8001428111087184
1074,0.7162306636954613
1075,-0.038978663023856226
1076,0.04493348438940115
1077,-0.12289081043711379
1078,0.1288456318026587
1079,0.04493348438940115
1080,0.8001428111087184
1081,1.3036156955882634
1082,1.219703548175006
1083,0.1288456318026587
1084,-0.6263636949166587
1085,-0.3746272526768863
1086,-0.45853940009014366
1087,-0.45853940009014366
1088,-0.6263636949166587
1089,-0.5424515475034012
1090,-1.213748726809461
1091,-1.2976608742227185
1092,-1.1298365793962035
1093,-1.0459244319829462
1094,-1.0459244319829462
1095,-0.8781001371564311
1096,-0.7102758423299161
1097,-0.7941879897431736
1098,-0.7102758423299161
1099,-0.8781001371564311
1100,-0.9620122845696887
1101,-0.7941879897431736
1102,-0.45853940009014366
1103,-0.2907151052636287
1104,-0.2907151052636287
1105,0.6323185162822037
1106,0.4644942214556886
1107,-0.3746272526768863
1108,0.884054958521976
1109,0.2127577792159163
1110,-0.6263636949166587
1111,-0.9620122845696887
1112,-1.213748726809461
1113,-1.2976608742227185
1114,-1.2976608742227185
1115,-1.213748726809461
1116,-0.8781001371564311
1117,0.04493348438940115
1118,0.1288456318026587
1119,-0.3746272526768863
1120,-0.3746272526768863
1121,-0.5424515475034012
1122,-0.2907151052636287
1123,-0.2907151052636287
1124,-0.45853940009014366
1125,-0.45853940009014366
1126,-0.2907151052636287
1127,0.29666992662917385
1128,1.051879253348491
1129,0.8001428111087184
1130,0.4644942214556886
1131,-0.20680295785037117
1132,-0.2907151052636287
1133,-0.5424515475034012
1134,-0.8781001371564311
1135,-0.9620122845696887
1136,-1.1298365793962035
1137,-1.1298365793962035
1138,-0.9620122845696887
1139,-0.9620122845696887
1140,-0.3746272526768863
1141,1.8910007274810656
1142,2.394473611960611
1143,-0.038978663023856226
1144,-0.038978663023856226
1145,-0.20680295785037117
1146,0.5484063688689461
1147,0.9679671059352336
1148,0.1288456318026587
1149,0.5484063688689461
1150,0.29666992662917385
1151,0.884054958521976
1152,1.1357914007617487
1153,1.8070885800678085
1154,1.5553521378280362
1155,0.4644942214556886
1156,-0.12289081043711379
1157,0.04493348438940115
1158,-0.45853940009014366
1159,-0.7102758423299161
1160,-1.0459244319829462
1161,-1.0459244319829462
1162,-1.0459244319829462
1163,-1.1298365793962035
1164,-0.6263636949166587
1165,2.7301222016136406
1166,1.8910007274810656
1167,2.226649317134096
1168,1.1357914007617487
1169,0.6323185162822037
1170,0.7162306636954613
1171,0.4644942214556886
1172,0.9679671059352336
1173,1.5553521378280362
1174,0.884054958521976
1175,1.5553521378280362
1176,2.478385759373868
1177,3.233595086093186
1178,2.9818586438534136
1179,0.884054958521976
1180,-0.45853940009014366
1181,-0.20680295785037117
1182,-0.3746272526768863
1183,-0.7102758423299161
1184,-1.0459244319829462
1185,-1.213748726809461
1186,-1.0459244319829462
1187,-0.8781001371564311
1188,-0.3746272526768863
1189,2.7301222016136406
1190,4.660101592118563
1191,1.4714399904147786
1192,0.29666992662917385
1193,-0.2907151052636287
1194,0.04493348438940115
1195,1.6392642852412933
1196,1.3036156955882634
1197,2.058825022307581
1198,1.5553521378280362
1199,2.478385759373868
1200,2.897946496440156
1201,4.072716560225761
1202,1.8910007274810656
1203,1.051879253348491
1204,0.7162306636954613
1205,0.7162306636954613
1206,0.38058207404243105
1207,-0.20680295785037117
1208,-0.6263636949166587
1209,-0.7102758423299161
1210,-0.7102758423299161
1211,-0.9620122845696887
1212,-0.20680295785037117
