compositeRoomReqInd,connectingRoomReqInd,crsConfirmationId,crsContStayLinkId,crsShareLinkId,groupId,pmsConfirmationId,resUpgradeScore,roomAssignedByAraInd,roomUpgradedByAraInd,araProcessedTs,@arrivalDate,@arrivalTime,@complimentaryUpgraded,@dateSearchString,@departureDate,@departureTime,@doNotMoveInd,@dtArrivalDate,@dtDepartureDate,@finalInventoryTypeCode,@id,@inventoryTypeCode,@miosUpgraded,@roomId,@sNAUpgraded,@upgradedInventoryTypeCode,@upgradeScore
0,0,NCNKJJT64K,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,20:05,0,,2024-09-25,,0,,,,1,ONBR,0,,0,,0
0,0,EEWSUDK35S,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,20:04,0,,2024-09-26,,0,,,,1,ONBR,0,,0,,0
0,0,KROPDDM10W,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,20:03,0,,2024-10-01,,0,,,,1,ONBR,0,,0,,0
0,0,HJAAYQN94R,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,20:02,0,,2024-10-01,,0,,,,1,ONBR,0,,0,,0
0,0,FGPEIFX41G,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,20:01,0,,2024-09-30,,0,,,,1,ONBR,0,,0,,0
0,0,NCOBGLS19U,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,20:00,0,,2024-09-11,,0,,,,1,ONBR,0,,0,,0
0,0,OBAJJIW73Q,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,11:00,0,,2024-09-11,,0,,,,1,ONBR,0,,0,,0
0,0,OXGEHUM78Y,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,10:01,0,,2024-09-11,,0,,,,1,ONBR,0,,0,,0
0,0,SAAEPKN50B,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,09:30,0,,2024-09-11,,0,,,,1,ONBR,0,,0,,0
0,0,BEPZOIY39C,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,03:45,0,,2024-09-12,,0,,,,1,ONBR,0,,0,,0
0,0,EOAETCN67W,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,04:43,0,,2024-09-12,,0,,,,1,ONBR,0,,0,,0
0,0,BKKPRJK21S,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,05:32,0,,2024-09-12,,0,,,,1,ONBR,0,,0,,0
0,0,HJSKAFS32J,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,06:22,0,,2024-09-12,,0,,,,1,ONBR,0,,0,,0
0,0,LMEFOKT83U,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,05:01,0,,2024-09-13,,0,,,,1,STDO,0,,0,,0
0,0,VINPEHA81N,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,10:02,0,,2024-09-13,,0,,,,1,STDO,0,,0,,0
0,0,FPCKJZX23I,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,09:31,0,,2024-09-13,,0,,,,1,STDO,0,,0,,0
0,0,ZNINBAG79I,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,03:46,0,,2024-09-13,,0,,,,1,STDO,0,,0,,0
0,0,VBPCYLV17Q,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,04:44,0,,2024-09-24,,0,,,,1,STDO,0,,0,,0
0,0,AEEWMAW87E,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,05:33,0,,2024-09-24,,0,,,,1,STDO,0,,0,,0
0,0,ETJPBAY16D,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,06:23,0,,2024-09-24,,0,,,,1,STDO,0,,0,,0
0,0,WTMKGCO28W,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,05:01,0,,2024-09-24,,0,,,,1,STDO,0,,0,,0
0,0,LJKMALK96Z,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,10:03,0,,2024-09-25,,0,,,,1,STDO,0,,0,,0
0,0,UIKMQJO79Z,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,09:32,0,,2024-09-25,,0,,,,1,STDO,0,,0,,0
0,0,TMDEHWK38E,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,03:47,0,,2024-09-25,,0,,,,1,STDO,0,,0,,0
0,0,YYPDSZJ14M,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,04:45,0,,2024-09-25,,0,,,,1,STDO,0,,0,,0
0,0,XEVZBMF97G,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,05:34,0,,2024-10-01,,0,,,,1,STDO,0,,0,,0
0,0,KTQYURC63V,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,06:24,0,,2024-10-01,,0,,,,1,STDO,0,,0,,0
0,0,UHRRNRX43A,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,05:01,0,,2024-10-01,,0,,,,1,STDO,0,,0,,0
0,0,RUWSFQS60Q,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,10:04,0,,2024-10-01,,0,,,,1,STDO,0,,0,,0
0,0,SBPYZPP34K,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,09:33,0,,2024-09-30,,0,,,,1,STDO,0,,0,,0
0,0,QPPDJWF78W,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,03:48,0,,2024-09-30,,0,,,,1,STDO,0,,0,,0
0,0,KAGJPHQ30N,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,04:46,0,,2024-09-29,,0,,,,1,EXQS,0,,0,,0
0,0,NNUOCST41F,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-10,05:35,0,,2024-09-29,,0,,,,1,EXQS,0,,0,,0
0,0,ZMEOUPI47Y,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,06:25,0,,2024-09-12,,0,,,,1,EXQS,0,,0,,0
0,0,INFWBPN31F,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,05:01,0,,2024-09-12,,0,,,,1,EXQS,0,,0,,0
0,0,BHVEQOA72R,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,10:05,0,,2024-09-13,,0,,,,1,EXQS,0,,0,,0
0,0,ILITPUP38G,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,09:34,0,,2024-09-13,,0,,,,1,EXQS,0,,0,,0
0,0,SYLYUWB37O,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,03:49,0,,2024-09-14,,0,,,,1,EXQS,0,,0,,0
0,0,TQKXVVB25E,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,04:47,0,,2024-09-14,,0,,,,1,EXQS,0,,0,,0
0,0,QKZOANN37L,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,05:36,0,,2024-09-12,,0,,,,1,EXQS,0,,0,,0
0,0,FSMAHLQ55S,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,06:26,0,,2024-09-26,,0,,,,1,EXQS,0,,0,,0
0,0,WIBKKFH98K,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,05:01,0,,2024-09-26,,0,,,,1,EXQS,0,,0,,0
0,0,GINYEAQ73N,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-12,10:06,0,,2024-09-27,,0,,,,1,EXQS,0,,0,,0
0,0,AHHHADF46B,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,09:35,0,,2024-10-02,,0,,,,1,EXQS,0,,0,,0
0,0,VPKIPJX94P,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,03:50,0,,2024-09-30,,0,,,,1,EXQS,0,,0,,0
0,0,XSNHEJD40Y,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-12,04:48,0,,2024-09-14,,0,,,,1,EXQS,0,,0,,0
0,0,HKBECQI23C,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-12,05:37,0,,2024-09-15,,0,,,,1,EXKS,0,,0,,0
0,0,ISNSIZQ91I,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,06:27,0,,2024-09-25,,0,,,,1,EXKS,0,,0,,0
0,0,YZQCGLW46V,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,05:01,0,,2024-09-25,,0,,,,1,EXKS,0,,0,,0
0,0,DMYCKDK42Q,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,10:07,0,,2024-09-25,,0,,,,1,EXKS,0,,0,,0
0,0,VFWJVOH77S,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,09:36,0,,2024-09-25,,0,,,,1,EXKS,0,,0,,0
0,0,MMXULIM84G,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,03:51,0,,2024-09-26,,0,,,,1,EXKS,0,,0,,0
0,0,YQDIXMZ98I,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,04:49,0,,2024-10-01,,0,,,,1,EXKS,0,,0,,0
0,0,EYFTVRH51S,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,05:38,0,,2024-10-01,,0,,,,1,EXKS,0,,0,,0
0,0,KAXEPTI61X,,,,,1234.4,0,0,2024-07-26T16:45:36.778210266,2024-09-11,06:28,0,,2024-09-30,,0,,,,1,EXKS,0,,0,,0
