,anomaly,anomaly_category
33327,0.16097922611503573,inlier
29581,0.17766393052920576,inlier
53717,0.11643639271323503,inlier
49882,0.13659062601195482,inlier
34047,0.05502486089102576,inlier
29876,0.18719515691348648,inlier
3294,0.20692406208556008,inlier
33165,0.10515173552251689,inlier
1477,0.11842582348954644,inlier
16818,0.1915259265778415,inlier
3674,0.18539411591671923,inlier
26678,0.12064165564313489,inlier
45359,0.1909495832076898,inlier
47735,0.16825060044267753,inlier
42074,0.17147034151924345,inlier
43322,0.17690032761998503,inlier
1891,0.14251853217481686,inlier
9658,0.18160296671389092,inlier
32041,0.12733076714549568,inlier
13658,0.0853041278649257,inlier
49387,0.19096705369057226,inlier
20576,0.16176090797999132,inlier
35208,0.13936746505353087,inlier
18921,0.14775625680688714,inlier
24053,0.18576133056620647,inlier
24902,0.19365434474154158,inlier
39479,0.15005122412637362,inlier
29466,0.1708336512893412,inlier
51049,0.16871436433213022,inlier
3242,0.19511641868417995,inlier
38760,0.19695607323584302,inlier
25994,0.19834231791354845,inlier
38015,0.03358295307091719,inlier
47849,0.16644470996821298,inlier
54491,0.14856035355968683,inlier
18742,0.20468174922745713,inlier
27163,0.07612144133549514,inlier
3514,0.17896865247024607,inlier
14107,0.1775520178010368,inlier
11760,0.17463285537512557,inlier
35063,0.12429513806546899,inlier
23212,0.021282504022367643,inlier
36101,0.14902992284667882,inlier
58544,0.10745156657601607,inlier
47635,0.11868492420666993,inlier
7130,0.1796283963371395,inlier
38621,0.1912550681023391,inlier
23669,0.10744372074747588,inlier
26278,0.17911016846589412,inlier
15111,0.1801941966881912,inlier
31498,0.18418690685811456,inlier
43288,0.1310370822759236,inlier
10417,0.17202256232229257,inlier
29309,0.11506129926668673,inlier
35025,0.20178504865351843,inlier
44392,0.1510636612095641,inlier
16400,0.10915176147810834,inlier
15747,0.17484357972875303,inlier
8060,0.1250653454856031,inlier
49579,0.1044642789799034,inlier
51672,0.18229071627735355,inlier
30091,0.1060850059257944,inlier
56504,0.18460048837889176,inlier
24258,0.08908819786792976,inlier
6172,0.1670502217066669,inlier
40527,0.18903590593330677,inlier
13064,0.12769159846595296,inlier
6971,0.18640054184623434,inlier
4283,0.11093109371860932,inlier
20548,0.1285449431145338,inlier
20672,0.19347189492582784,inlier
51113,0.1747702898386853,inlier
6702,0.11912734875159847,inlier
41753,0.051974189057420794,inlier
3984,0.07211163810286725,inlier
30430,0.1630524838493388,inlier
19894,0.0727073637210277,inlier
34796,0.1723853103686569,inlier
47606,0.16375409427712112,inlier
1223,0.15599195942640554,inlier
21340,0.20011076398005845,inlier
54494,0.20931942734330766,inlier
21524,0.2091448874190734,inlier
5015,0.14962274059471303,inlier
34838,0.138080923888597,inlier
41198,0.20352988229441238,inlier
38437,0.14919617694254378,inlier
16599,0.13782084005290007,inlier
14971,0.16116990373964857,inlier
40184,0.017474415160242174,inlier
34850,0.09973904837900538,inlier
29880,0.1949311444939013,inlier
35033,0.1726057023751999,inlier
28955,0.16618506679712836,inlier
43308,0.16099900156554525,inlier
6577,0.12315148962590694,inlier
32510,0.14705725081098875,inlier
15237,0.145895155625397,inlier
5911,0.07038025454609409,inlier
12723,0.09859443879215424,inlier
48814,0.17481950171813104,inlier
22038,0.20417493331162434,inlier
15622,0.10559628541930788,inlier
52887,0.11750014526660113,inlier
13268,0.18569704925859076,inlier
51188,0.046144186118669106,inlier
55713,0.20737960737788624,inlier
50077,0.17289390446835445,inlier
54078,0.08730702336371732,inlier
39960,0.19575980802315063,inlier
45546,0.17795901557564553,inlier
13733,0.18460754744828795,inlier
12452,0.05778806869017683,inlier
55512,0.1853277048347749,inlier
22575,0.1890764728909748,inlier
33397,0.2032298398190145,inlier
48846,0.13949317335764116,inlier
1789,0.18881941334927327,inlier
38857,0.1423624164052832,inlier
21053,0.0899637710507607,inlier
9361,0.14286965881954172,inlier
47109,0.14364542025797833,inlier
41450,0.1724070289963519,inlier
9281,0.1105773257694802,inlier
728,0.17199222186078744,inlier
6311,0.1523294228662177,inlier
28272,0.05081156295905964,inlier
47671,0.14446828382729732,inlier
24312,0.15811510639735882,inlier
43972,0.12379013900582131,inlier
22215,0.16507966832581422,inlier
21060,0.18079481187954843,inlier
36100,0.19250514693375248,inlier
8121,0.16271643505597672,inlier
13480,0.14137138392781695,inlier
13157,0.1817789671760024,inlier
18639,0.18083484297246816,inlier
27173,0.14682840056042384,inlier
51882,0.07943243788303989,inlier
31750,0.16032633619005487,inlier
39749,0.08240407793643623,inlier
29103,0.14641605697127968,inlier
22747,0.160614321658132,inlier
57634,0.13527192776695063,inlier
41335,0.1479660575986937,inlier
11849,0.1007932749240712,inlier
27506,0.07639448819613226,inlier
14137,0.1835189006124746,inlier
15373,0.17187202734182416,inlier
7874,0.22270258888697553,inlier
11953,0.19626272020714491,inlier
5370,0.2159859447025816,inlier
30926,0.15943673278854553,inlier
1704,0.16776555291016038,inlier
22014,0.17151466512922076,inlier
46524,0.1855280759511037,inlier
57804,0.20825920108577528,inlier
20004,0.1881229433968033,inlier
35159,0.16805201126581376,inlier
27985,0.15066691482375727,inlier
38101,0.011082877033596561,inlier
50960,0.0305998923868811,inlier
20369,0.15369349654664471,inlier
13670,0.0844010125029766,inlier
14276,0.1524343908140416,inlier
29293,0.0827404698921379,inlier
9256,0.1725324943124349,inlier
31023,0.1594906716306203,inlier
36984,0.03504883100866607,inlier
3537,0.14341014020757947,inlier
50245,0.19028689193635018,inlier
10148,0.007284625591738703,inlier
20130,0.15987533770446333,inlier
17180,0.18320835054172208,inlier
17280,0.0880208630676712,inlier
23465,0.15260915408013254,inlier
28125,0.19225315581770508,inlier
18392,0.008718612352058508,inlier
34949,0.032868485899190336,inlier
36467,0.049038493460582644,inlier
16832,0.18530467586572363,inlier
57492,0.18012093223485648,inlier
45034,0.20263770315089613,inlier
42951,0.0024371637515024913,inlier
22557,0.1862019671745775,inlier
29949,0.12499972869262788,inlier
28218,0.18347749811759761,inlier
4131,0.19753722558750597,inlier
57895,0.2126117512328567,inlier
11808,0.13677305170062626,inlier
55558,0.1685679929900603,inlier
23057,0.15074546716437287,inlier
38788,0.15761368647001595,inlier
12142,0.12189066710300589,inlier
35859,0.1363249943612791,inlier
80,0.21110676442752346,inlier
2225,0.1745864467214681,inlier
6455,0.14347470862758344,inlier
47191,0.18818757078394266,inlier
45266,0.16142584791442566,inlier
50218,0.20030078707539878,inlier
44652,0.19322338727654037,inlier
7327,0.14538688197363392,inlier
41914,0.11514279908445213,inlier
23041,0.032306254160095915,inlier
10182,0.17109529590293332,inlier
49026,0.18795905652043549,inlier
23757,0.15041702940416374,inlier
18793,0.16207093823051305,inlier
30388,0.1416288213499925,inlier
51501,0.18138684993758536,inlier
22724,0.18670887797312402,inlier
52558,0.183706660328339,inlier
22478,0.17601210727712108,inlier
30932,0.15759794647647424,inlier
42198,-0.015459918739957335,outlier
58073,0.15923277090036636,inlier
17446,0.09400325273235088,inlier
21728,0.1944668048438457,inlier
37868,0.028016131239505415,inlier
49154,0.08528506807418723,inlier
44595,0.15116977742752097,inlier
33062,0.20526622968742753,inlier
31755,0.126001245334317,inlier
16561,0.18912628121330116,inlier
17583,-0.025366196886376535,outlier
31766,0.20025120335851065,inlier
56012,0.15061904262464632,inlier
22873,0.1550449143271112,inlier
8841,0.15611525944190502,inlier
6383,0.18932340898233074,inlier
58416,0.15198501064496933,inlier
9611,0.14196321823542618,inlier
24535,0.20529679249659333,inlier
48192,0.1404719340306888,inlier
8030,0.18219588339752446,inlier
39578,0.20718727225490025,inlier
51714,0.18841693032829437,inlier
22491,0.1271135274274024,inlier
27973,0.09187752078186417,inlier
52550,0.18957912126948756,inlier
42334,0.13801859603086386,inlier
27517,0.13637372222168387,inlier
52659,0.1634925925832197,inlier
5362,0.10228792103021533,inlier
1057,0.09206595271863671,inlier
23518,0.1510494244347909,inlier
14159,0.20491504135207483,inlier
7763,0.16450054889161675,inlier
54371,0.09324184738712304,inlier
46243,0.18260090203159618,inlier
20211,0.19282425051886987,inlier
22343,0.12164929729952473,inlier
6415,0.1846284476314871,inlier
1860,0.17549636977625627,inlier
21756,0.2009673091871948,inlier
27097,0.1818311161611929,inlier
41858,0.10265329419226854,inlier
21796,0.002364775312044598,inlier
1802,0.11666241902071939,inlier
50198,0.06776220072126604,inlier
14669,0.18262150164613206,inlier
1885,0.1940628272199187,inlier
46685,0.12068026580004176,inlier
56923,0.19102225401932071,inlier
23476,0.13502877231623978,inlier
32349,0.183912304321742,inlier
44704,0.18033603146804383,inlier
43724,0.10494374428965814,inlier
14360,0.09680551256497105,inlier
31761,0.19003612753574894,inlier
10792,0.08992673429545095,inlier
45572,0.07443939688172452,inlier
12183,0.19864261663541055,inlier
34657,0.11850455789594744,inlier
14353,0.1464745107323634,inlier
54968,0.17530701627287887,inlier
46580,0.1563899359561159,inlier
54480,0.11581187246206692,inlier
31487,0.20580632964082235,inlier
23618,0.1486305254760406,inlier
41630,0.13065213715939245,inlier
5111,0.17620767871202314,inlier
31997,0.13350345686971998,inlier
2200,0.18041977158066047,inlier
41369,0.21916741092453218,inlier
45825,0.1566788551304189,inlier
37398,0.09134246187003037,inlier
45626,0.1686182068023097,inlier
28542,0.139197069625434,inlier
29548,0.20963785827962522,inlier
33183,0.12373216700136874,inlier
519,0.05656362040037921,inlier
54821,0.21710060068514192,inlier
31670,0.16620468567174657,inlier
36464,0.0595072837302717,inlier
28424,0.05942923403379108,inlier
44852,0.18425064657405338,inlier
26824,0.06184789639254573,inlier
5776,0.15994301870668748,inlier
7259,-0.02198335134649476,outlier
3429,0.14932558722924394,inlier
14613,0.12554513910870807,inlier
43568,0.09643629167786816,inlier
27103,0.18466709192082925,inlier
53664,0.1942422854454971,inlier
45013,0.1803172622789571,inlier
24263,0.02394972428208475,inlier
19265,0.11430177641921269,inlier
40004,0.12605401122357424,inlier
58440,0.1623418627001239,inlier
2936,0.16334009185149162,inlier
25499,0.005802207027005402,inlier
41582,0.025250766053356966,inlier
21830,0.17390895039804566,inlier
15584,0.11062734348699965,inlier
15562,0.14603234445617613,inlier
17570,0.1513016546297577,inlier
12888,0.18628789065112278,inlier
12147,0.15809020207394203,inlier
51065,0.1257249424017794,inlier
20832,0.10645326567048508,inlier
17432,0.036308778565103283,inlier
39522,0.11242634843809307,inlier
8926,0.06977101628246807,inlier
40800,0.18917560359949182,inlier
46705,0.1740359723011186,inlier
38650,0.20165107633226814,inlier
9337,0.20370175352573394,inlier
30863,0.1896030619602349,inlier
13866,0.1661506124179239,inlier
15921,0.055371003492776794,inlier
40795,0.1949787679609304,inlier
16356,0.19460227220572895,inlier
7866,0.04319971565986813,inlier
2552,0.15489041320534336,inlier
19210,0.19994895888664693,inlier
39085,0.15491388474504914,inlier
45531,0.10251288566978767,inlier
48913,0.2015646552426738,inlier
18398,0.1584901113907921,inlier
49056,0.17954282996262882,inlier
12651,0.13236466870452296,inlier
19209,0.03920340010224599,inlier
29301,0.19267218237814143,inlier
48682,0.19400785033317874,inlier
48122,0.19256397564646088,inlier
55905,0.1829349989691037,inlier
57208,0.19129397013431026,inlier
29497,0.1969280972254865,inlier
27608,0.09552552808937342,inlier
47277,0.19233320808105742,inlier
43598,0.09862734021241892,inlier
10512,0.11245681531454721,inlier
57905,0.16650306424882128,inlier
53997,0.1704700340307188,inlier
2598,0.19035917521786233,inlier
4671,0.07956936499947465,inlier
10028,0.18709241827627981,inlier
37565,0.188962170765252,inlier
40996,0.19919510326504852,inlier
9568,0.1745354349354965,inlier
16904,0.18195078972684353,inlier
58294,0.16398881522969633,inlier
35419,0.2128618763344281,inlier
426,0.13745826214609125,inlier
25796,0.14298413909973895,inlier
56069,0.20363793607412556,inlier
29083,0.16793535011863553,inlier
19944,0.1944812721240642,inlier
48951,0.14585558054324965,inlier
38730,0.1632517595139948,inlier
4288,0.15484399032837448,inlier
11498,0.16748971194126366,inlier
28173,0.19715243189592307,inlier
22313,0.18429509289797824,inlier
52643,0.07320961051915242,inlier
8717,0.20599408360423066,inlier
19086,0.14738939279193952,inlier
37938,0.1148167081735183,inlier
26660,0.15428016033745146,inlier
41280,0.12337380973121492,inlier
14879,0.1670464103750508,inlier
3723,0.01919055657602664,inlier
15591,0.14018651393076298,inlier
34857,0.09783188178193603,inlier
51759,0.10711869218925363,inlier
47127,0.14438182674307393,inlier
47876,0.05651599083413272,inlier
33406,0.035247161627320334,inlier
10974,0.15734275021936317,inlier
41161,0.11102685516147515,inlier
18059,0.14962467695545778,inlier
14702,0.185258416620653,inlier
49648,0.1976616325701851,inlier
48216,0.16297938148382862,inlier
6319,0.1708039166819475,inlier
41089,0.1389901442450453,inlier
32512,0.08387532117979124,inlier
32987,0.19522915447592581,inlier
14494,0.16291331975374873,inlier
39799,0.16900820993831445,inlier
55147,0.11499205896314335,inlier
46022,0.17570503604643445,inlier
26225,0.21270304585876165,inlier
24691,0.14910412849868343,inlier
55408,0.13514058222286646,inlier
45170,0.09859619211908432,inlier
11159,0.18145574597114345,inlier
14729,0.09350255477441971,inlier
33116,0.15078246279643748,inlier
23709,0.18470151327038548,inlier
2496,0.15829210248060493,inlier
18526,0.06198318332099173,inlier
5930,0.13244953971484402,inlier
